change_id,entity_id,implemented_at,risk,change_type,state,data_classification
CHG-012300,VENDOR-0029,2024-05-25T01:35:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012302,VENDOR-0043,2024-05-25T03:16:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012303,VENDOR-0050,2024-05-25T04:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012305,VENDOR-0004,2024-05-25T05:07:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012308,VENDOR-0025,2024-05-25T04:00:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012312,VENDOR-0053,2024-05-25T06:55:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012317,VENDOR-0028,2024-05-25T08:34:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012319,VENDOR-0042,2024-05-25T09:43:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012321,VENDOR-0056,2024-05-25T09:39:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012328,VENDOR-0045,2024-05-25T11:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012334,VENDOR-0027,2024-05-25T11:17:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012338,VENDOR-0055,2024-05-25T13:46:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012349,VENDOR-0012,2024-05-25T17:58:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012357,VENDOR-0008,2024-05-25T19:07:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012361,VENDOR-0036,2024-05-25T21:11:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012364,VENDOR-0057,2024-05-25T22:23:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012366,VENDOR-0011,2024-05-25T22:45:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012370,VENDOR-0039,2024-05-25T23:49:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012371,VENDOR-0046,2024-05-25T22:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012375,VENDOR-0014,2024-05-26T00:01:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012377,VENDOR-0028,2024-05-26T01:08:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012382,VENDOR-0003,2024-05-26T01:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012390,VENDOR-0059,2024-05-26T04:50:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012393,VENDOR-0020,2024-05-26T03:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012396,VENDOR-0041,2024-05-26T05:05:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012397,VENDOR-0048,2024-05-26T06:51:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012400,VENDOR-0009,2024-05-26T06:19:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012402,VENDOR-0023,2024-05-26T08:29:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012405,VENDOR-0044,2024-05-26T08:05:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012407,VENDOR-0058,2024-05-26T10:45:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012408,VENDOR-0005,2024-05-26T10:35:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012410,VENDOR-0019,2024-05-26T10:57:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012422,VENDOR-0043,2024-05-26T14:02:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012425,VENDOR-0004,2024-05-26T14:04:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012427,VENDOR-0018,2024-05-26T13:36:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012432,VENDOR-0053,2024-05-26T15:30:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012433,VENDOR-0060,2024-05-26T16:10:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012435,VENDOR-0014,2024-05-26T16:50:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012436,VENDOR-0021,2024-05-26T18:54:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012446,VENDOR-0031,2024-05-26T20:49:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012449,VENDOR-0052,2024-05-26T20:11:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012458,VENDOR-0055,2024-05-26T23:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012464,VENDOR-0037,2024-05-27T00:01:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012468,VENDOR-0005,2024-05-27T01:56:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012478,VENDOR-0015,2024-05-27T05:07:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012480,VENDOR-0029,2024-05-27T04:47:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012482,VENDOR-0043,2024-05-27T06:02:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012487,VENDOR-0018,2024-05-27T09:24:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012490,VENDOR-0039,2024-05-27T09:18:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012494,VENDOR-0007,2024-05-27T08:57:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012495,VENDOR-0014,2024-05-27T11:34:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012496,VENDOR-0021,2024-05-27T11:38:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012499,VENDOR-0042,2024-05-27T12:01:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012503,VENDOR-0010,2024-05-27T12:07:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012516,VENDOR-0041,2024-05-27T15:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012517,VENDOR-0048,2024-05-27T16:50:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012520,VENDOR-0009,2024-05-27T16:52:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012523,VENDOR-0030,2024-05-27T18:30:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012528,VENDOR-0005,2024-05-27T18:41:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012529,VENDOR-0012,2024-05-27T20:06:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012532,VENDOR-0033,2024-05-27T19:25:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012533,VENDOR-0040,2024-05-27T21:56:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012534,VENDOR-0047,2024-05-27T20:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012540,VENDOR-0029,2024-05-28T00:02:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012541,VENDOR-0036,2024-05-27T22:04:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012546,VENDOR-0011,2024-05-28T02:10:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012556,VENDOR-0021,2024-05-28T03:06:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012559,VENDOR-0042,2024-05-28T04:14:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012562,VENDOR-0003,2024-05-28T06:29:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012569,VENDOR-0052,2024-05-28T08:06:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012570,VENDOR-0059,2024-05-28T08:53:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012575,VENDOR-0034,2024-05-28T09:47:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012576,VENDOR-0041,2024-05-28T10:35:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012578,VENDOR-0055,2024-05-28T10:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012584,VENDOR-0037,2024-05-28T11:29:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012587,VENDOR-0058,2024-05-28T11:09:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012591,VENDOR-0026,2024-05-28T14:19:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012595,VENDOR-0054,2024-05-28T14:57:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012596,VENDOR-0001,2024-05-28T14:06:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012597,VENDOR-0008,2024-05-28T14:28:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012604,VENDOR-0057,2024-05-28T16:10:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012606,VENDOR-0011,2024-05-28T19:07:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012607,VENDOR-0018,2024-05-28T17:31:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012609,VENDOR-0032,2024-05-28T19:28:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012611,VENDOR-0046,2024-05-28T17:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012613,VENDOR-0060,2024-05-28T18:58:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012619,VENDOR-0042,2024-05-28T21:31:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012620,VENDOR-0049,2024-05-28T21:09:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012623,VENDOR-0010,2024-05-28T23:16:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012624,VENDOR-0017,2024-05-28T21:44:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012628,VENDOR-0045,2024-05-28T23:19:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012636,VENDOR-0041,2024-05-29T02:23:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012637,VENDOR-0048,2024-05-29T03:52:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012641,VENDOR-0016,2024-05-29T02:18:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012650,VENDOR-0019,2024-05-29T04:45:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012658,VENDOR-0015,2024-05-29T09:17:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012665,VENDOR-0004,2024-05-29T10:31:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012667,VENDOR-0018,2024-05-29T09:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012668,VENDOR-0025,2024-05-29T10:10:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012671,VENDOR-0046,2024-05-29T11:27:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012690,VENDOR-0059,2024-05-29T18:54:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012695,VENDOR-0034,2024-05-29T19:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012696,VENDOR-0041,2024-05-29T18:44:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012698,VENDOR-0055,2024-05-29T20:30:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012703,VENDOR-0030,2024-05-29T21:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012708,VENDOR-0005,2024-05-29T23:15:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012709,VENDOR-0012,2024-05-29T23:24:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012711,VENDOR-0026,2024-05-29T22:30:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012713,VENDOR-0040,2024-05-29T23:11:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012714,VENDOR-0047,2024-05-30T01:08:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012715,VENDOR-0054,2024-05-29T23:45:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012717,VENDOR-0008,2024-05-30T00:50:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012718,VENDOR-0015,2024-05-29T23:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012736,VENDOR-0021,2024-05-30T06:46:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012744,VENDOR-0017,2024-05-30T08:52:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012745,VENDOR-0024,2024-05-30T09:45:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012747,VENDOR-0038,2024-05-30T09:22:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012748,VENDOR-0045,2024-05-30T11:19:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012750,VENDOR-0059,2024-05-30T11:35:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012757,VENDOR-0048,2024-05-30T12:27:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012759,VENDOR-0002,2024-05-30T11:57:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012762,VENDOR-0023,2024-05-30T14:48:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012769,VENDOR-0012,2024-05-30T16:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012771,VENDOR-0026,2024-05-30T16:17:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012776,VENDOR-0001,2024-05-30T16:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012777,VENDOR-0008,2024-05-30T19:38:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012781,VENDOR-0036,2024-05-30T17:53:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012790,VENDOR-0039,2024-05-30T21:58:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012793,VENDOR-0060,2024-05-30T22:19:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012794,VENDOR-0007,2024-05-30T23:08:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012800,VENDOR-0049,2024-05-31T01:18:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012803,VENDOR-0010,2024-05-31T01:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012804,VENDOR-0017,2024-05-31T02:25:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012806,VENDOR-0031,2024-05-31T03:50:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012807,VENDOR-0038,2024-05-31T02:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012820,VENDOR-0009,2024-05-31T05:31:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012824,VENDOR-0037,2024-05-31T07:02:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012829,VENDOR-0012,2024-05-31T09:56:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012832,VENDOR-0033,2024-05-31T08:22:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012842,VENDOR-0043,2024-05-31T13:28:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012847,VENDOR-0018,2024-05-31T12:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012849,VENDOR-0032,2024-05-31T14:58:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012854,VENDOR-0007,2024-05-31T17:12:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012855,VENDOR-0014,2024-05-31T16:27:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012857,VENDOR-0028,2024-05-31T16:19:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012861,VENDOR-0056,2024-05-31T17:56:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012871,VENDOR-0006,2024-05-31T20:24:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012872,VENDOR-0013,2024-05-31T21:24:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012878,VENDOR-0055,2024-05-31T23:28:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012882,VENDOR-0023,2024-05-31T22:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012885,VENDOR-0044,2024-05-31T23:28:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012888,VENDOR-0005,2024-06-01T00:58:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012889,VENDOR-0012,2024-06-01T00:33:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012897,VENDOR-0008,2024-06-01T04:46:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012902,VENDOR-0043,2024-06-01T06:33:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012905,VENDOR-0004,2024-06-01T06:14:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012918,VENDOR-0035,2024-06-01T11:01:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012924,VENDOR-0017,2024-06-01T10:30:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012931,VENDOR-0006,2024-06-01T14:27:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012939,VENDOR-0002,2024-06-01T16:17:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012940,VENDOR-0009,2024-06-01T15:11:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012952,VENDOR-0033,2024-06-01T19:06:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012954,VENDOR-0047,2024-06-01T19:25:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012962,VENDOR-0043,2024-06-01T22:56:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012965,VENDOR-0004,2024-06-01T22:00:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012968,VENDOR-0025,2024-06-02T00:43:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012969,VENDOR-0032,2024-06-02T00:14:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012974,VENDOR-0007,2024-06-02T01:12:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012979,VENDOR-0042,2024-06-02T03:17:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-012994,VENDOR-0027,2024-06-02T08:03:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013002,VENDOR-0023,2024-06-02T08:29:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013011,VENDOR-0026,2024-06-02T13:34:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013015,VENDOR-0054,2024-06-02T12:34:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013019,VENDOR-0022,2024-06-02T16:11:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013027,VENDOR-0018,2024-06-02T17:59:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013030,VENDOR-0039,2024-06-02T16:54:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013031,VENDOR-0046,2024-06-02T19:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013037,VENDOR-0028,2024-06-02T18:55:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013040,VENDOR-0049,2024-06-02T19:23:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013044,VENDOR-0017,2024-06-02T23:03:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013045,VENDOR-0024,2024-06-02T21:39:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013056,VENDOR-0041,2024-06-02T23:55:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013057,VENDOR-0048,2024-06-03T00:44:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013062,VENDOR-0023,2024-06-03T01:33:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013064,VENDOR-0037,2024-06-03T02:31:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013070,VENDOR-0019,2024-06-03T06:03:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013071,VENDOR-0026,2024-06-03T04:33:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013073,VENDOR-0040,2024-06-03T05:35:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013093,VENDOR-0060,2024-06-03T13:05:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013097,VENDOR-0028,2024-06-03T13:20:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013101,VENDOR-0056,2024-06-03T14:46:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013111,VENDOR-0006,2024-06-03T18:10:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013112,VENDOR-0013,2024-06-03T16:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013113,VENDOR-0020,2024-06-03T16:08:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013116,VENDOR-0041,2024-06-03T18:56:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013121,VENDOR-0016,2024-06-03T20:44:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013123,VENDOR-0030,2024-06-03T21:32:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013126,VENDOR-0051,2024-06-03T21:39:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013127,VENDOR-0058,2024-06-03T20:42:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013131,VENDOR-0026,2024-06-03T22:39:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013136,VENDOR-0001,2024-06-04T00:43:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013137,VENDOR-0008,2024-06-03T23:38:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013139,VENDOR-0022,2024-06-04T01:39:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013145,VENDOR-0004,2024-06-04T02:36:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013146,VENDOR-0011,2024-06-04T04:11:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013149,VENDOR-0032,2024-06-04T02:44:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013158,VENDOR-0035,2024-06-04T04:50:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013161,VENDOR-0056,2024-06-04T06:39:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013172,VENDOR-0013,2024-06-04T08:36:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013176,VENDOR-0041,2024-06-04T10:31:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013178,VENDOR-0055,2024-06-04T12:12:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013179,VENDOR-0002,2024-06-04T11:41:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013182,VENDOR-0023,2024-06-04T13:36:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013183,VENDOR-0030,2024-06-04T14:06:00+00:00,HIGH,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013184,VENDOR-0037,2024-06-04T13:16:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
CHG-013190,VENDOR-0019,2024-06-04T15:03:00+00:00,MEDIUM,STANDARD,IMPLEMENTED,SYNTHETIC
