outcome_id,incident_id,episode_id,known_error_id,scenario_pattern,entity_id,recommendation,approval_decision,human_modification,action_performed,outcome,recovery_minutes,recurrence_within_24h,prior_confidence,evidence_usefulness_score,recorded_at,data_classification
OUT-008457,INC-008457,EP-008457,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0008,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,30,False,,0.752,2024-04-09T20:51:00+00:00,SYNTHETIC
OUT-008458,INC-008458,EP-008458,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0015,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,115,False,,0.606,2024-04-09T22:33:00+00:00,SYNTHETIC
OUT-008459,INC-008459,EP-008459,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0022,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,426,False,,0.585,2024-04-10T04:01:00+00:00,SYNTHETIC
OUT-008460,INC-008460,EP-008460,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0029,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,26,False,,0.58,2024-04-09T21:38:00+00:00,SYNTHETIC
OUT-008461,INC-008461,EP-008461,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0036,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,56,False,,0.643,2024-04-09T22:25:00+00:00,SYNTHETIC
OUT-008462,INC-008462,EP-008462,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0043,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,105,False,,0.498,2024-04-09T23:31:00+00:00,SYNTHETIC
OUT-008463,INC-008463,EP-008463,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0050,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,79,False,,0.587,2024-04-09T23:22:00+00:00,SYNTHETIC
OUT-008464,INC-008464,EP-008464,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0057,RESTART_INTERNAL_SERVICE,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-09T22:40:00+00:00,SYNTHETIC
OUT-008465,INC-008465,EP-008465,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,50,False,,0.697,2024-04-09T23:27:00+00:00,SYNTHETIC
OUT-008466,INC-008466,EP-008466,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0011,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,555,False,,0.411,2024-04-10T08:09:00+00:00,SYNTHETIC
OUT-008467,INC-008467,EP-008467,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0018,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,27,False,,0.779,2024-04-09T23:38:00+00:00,SYNTHETIC
OUT-008468,INC-008468,EP-008468,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0025,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,59,False,,0.676,2024-04-10T00:27:00+00:00,SYNTHETIC
OUT-008469,INC-008469,EP-008469,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0032,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,453,False,,0.933,2024-04-10T07:18:00+00:00,SYNTHETIC
OUT-008470,INC-008470,EP-008470,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0039,WAIT_AND_FAILOVER,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-10T00:22:00+00:00,SYNTHETIC
OUT-008471,INC-008471,EP-008471,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0046,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,147,False,,0.839,2024-04-10T02:46:00+00:00,SYNTHETIC
OUT-008472,INC-008472,EP-008472,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0053,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,155,False,,0.66,2024-04-10T03:11:00+00:00,SYNTHETIC
OUT-008473,INC-008473,EP-008473,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0060,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,47,True,,0.678,2024-04-10T01:40:00+00:00,SYNTHETIC
OUT-008474,INC-008474,EP-008474,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0007,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,253,False,,0.708,2024-04-10T05:23:00+00:00,SYNTHETIC
OUT-008475,INC-008475,EP-008475,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0014,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,182,False,,0.676,2024-04-10T04:29:00+00:00,SYNTHETIC
OUT-008476,INC-008476,EP-008476,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0021,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,128,False,,0.573,2024-04-10T03:52:00+00:00,SYNTHETIC
OUT-008477,INC-008477,EP-008477,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0028,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,143,False,,0.743,2024-04-10T04:24:00+00:00,SYNTHETIC
OUT-008478,INC-008478,EP-008478,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0035,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,169,False,,0.876,2024-04-10T05:07:00+00:00,SYNTHETIC
OUT-008479,INC-008479,EP-008479,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0042,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,170,False,,0.911,2024-04-10T05:25:00+00:00,SYNTHETIC
OUT-008480,INC-008480,EP-008480,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0049,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,132,False,,0.69,2024-04-10T05:04:00+00:00,SYNTHETIC
OUT-008481,INC-008481,EP-008481,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0056,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,23,False,,0.745,2024-04-10T03:32:00+00:00,SYNTHETIC
OUT-008482,INC-008482,EP-008482,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,82,False,,0.904,2024-04-10T04:48:00+00:00,SYNTHETIC
OUT-008483,INC-008483,EP-008483,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0010,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,37,False,,0.485,2024-04-10T04:20:00+00:00,SYNTHETIC
OUT-008484,INC-008484,EP-008484,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0017,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,147,False,,0.872,2024-04-10T06:27:00+00:00,SYNTHETIC
OUT-008485,INC-008485,EP-008485,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0024,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,167,False,,0.446,2024-04-10T07:04:00+00:00,SYNTHETIC
OUT-008486,INC-008486,EP-008486,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0031,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,292,False,,0.751,2024-04-10T09:26:00+00:00,SYNTHETIC
OUT-008487,INC-008487,EP-008487,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0038,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,59,False,,0.496,2024-04-10T05:50:00+00:00,SYNTHETIC
OUT-008488,INC-008488,EP-008488,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0045,WAIT_AND_FAILOVER,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-10T05:28:00+00:00,SYNTHETIC
OUT-008489,INC-008489,EP-008489,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0052,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,124,False,,0.58,2024-04-10T07:29:00+00:00,SYNTHETIC
OUT-008490,INC-008490,EP-008490,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0059,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,420,False,,0.356,2024-04-10T12:42:00+00:00,SYNTHETIC
OUT-008491,INC-008491,EP-008491,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0006,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,64,False,,0.874,2024-04-10T07:03:00+00:00,SYNTHETIC
OUT-008492,INC-008492,EP-008492,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0013,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,520,False,,0.922,2024-04-10T14:56:00+00:00,SYNTHETIC
OUT-008493,INC-008493,EP-008493,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0020,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,157,False,,0.917,2024-04-10T09:10:00+00:00,SYNTHETIC
OUT-008494,INC-008494,EP-008494,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0027,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,94,False,,0.701,2024-04-10T08:24:00+00:00,SYNTHETIC
OUT-008495,INC-008495,EP-008495,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0034,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,90,False,,0.676,2024-04-10T08:37:00+00:00,SYNTHETIC
OUT-008496,INC-008496,EP-008496,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0041,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,50,True,,0.684,2024-04-10T08:14:00+00:00,SYNTHETIC
OUT-008497,INC-008497,EP-008497,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0048,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,499,False,,0.647,2024-04-10T16:00:00+00:00,SYNTHETIC
OUT-008498,INC-008498,EP-008498,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0055,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,122,False,,0.552,2024-04-10T10:00:00+00:00,SYNTHETIC
OUT-008499,INC-008499,EP-008499,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,31,True,,0.617,2024-04-10T08:46:00+00:00,SYNTHETIC
OUT-008500,INC-008500,EP-008500,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0009,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,502,False,,0.847,2024-04-10T16:54:00+00:00,SYNTHETIC
OUT-008501,INC-008501,EP-008501,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0016,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,66,False,,0.904,2024-04-10T09:55:00+00:00,SYNTHETIC
OUT-008502,INC-008502,EP-008502,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0023,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,NOT_RESOLVED,464,False,,0.94,2024-04-10T16:50:00+00:00,SYNTHETIC
OUT-008503,INC-008503,EP-008503,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0030,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,110,True,,0.435,2024-04-10T11:13:00+00:00,SYNTHETIC
OUT-008504,INC-008504,EP-008504,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0037,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,127,False,,0.64,2024-04-10T11:47:00+00:00,SYNTHETIC
OUT-008505,INC-008505,EP-008505,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0044,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,87,False,,0.891,2024-04-10T11:24:00+00:00,SYNTHETIC
OUT-008506,INC-008506,EP-008506,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0051,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,113,False,,0.803,2024-04-10T12:07:00+00:00,SYNTHETIC
OUT-008507,INC-008507,EP-008507,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0058,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,139,False,,0.934,2024-04-10T12:50:00+00:00,SYNTHETIC
OUT-008508,INC-008508,EP-008508,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0005,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,498,False,,0.761,2024-04-10T19:06:00+00:00,SYNTHETIC
OUT-008509,INC-008509,EP-008509,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0012,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,127,False,,0.612,2024-04-10T13:12:00+00:00,SYNTHETIC
OUT-008510,INC-008510,EP-008510,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0019,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,168,False,,0.683,2024-04-10T14:10:00+00:00,SYNTHETIC
OUT-008511,INC-008511,EP-008511,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0026,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,175,False,,0.932,2024-04-10T14:34:00+00:00,SYNTHETIC
OUT-008512,INC-008512,EP-008512,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0033,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,79,False,,0.78,2024-04-10T13:15:00+00:00,SYNTHETIC
OUT-008513,INC-008513,EP-008513,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0040,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,575,False,,0.563,2024-04-10T21:48:00+00:00,SYNTHETIC
OUT-008514,INC-008514,EP-008514,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0047,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,RESOLVED,10,False,,0.505,2024-04-10T12:50:00+00:00,SYNTHETIC
OUT-008515,INC-008515,EP-008515,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0054,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,239,False,,0.766,2024-04-10T16:46:00+00:00,SYNTHETIC
OUT-008516,INC-008516,EP-008516,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,WAIT_AND_FAILOVER,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-10T13:24:00+00:00,SYNTHETIC
OUT-008517,INC-008517,EP-008517,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0008,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,206,False,,0.362,2024-04-10T16:47:00+00:00,SYNTHETIC
OUT-008518,INC-008518,EP-008518,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0015,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,137,False,,0.744,2024-04-10T15:55:00+00:00,SYNTHETIC
OUT-008519,INC-008519,EP-008519,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0022,RESTART_INTERNAL_SERVICE,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-10T14:15:00+00:00,SYNTHETIC
OUT-008520,INC-008520,EP-008520,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0029,WAIT_AND_FAILOVER,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-10T14:32:00+00:00,SYNTHETIC
OUT-008521,INC-008521,EP-008521,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0036,WAIT_AND_FAILOVER,REJECTED,,,NOT_EXECUTED,0,False,,0.0,2024-04-10T14:49:00+00:00,SYNTHETIC
OUT-008522,INC-008522,EP-008522,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0043,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,115,False,,0.419,2024-04-10T16:41:00+00:00,SYNTHETIC
OUT-008523,INC-008523,EP-008523,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0050,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,117,False,,0.535,2024-04-10T17:00:00+00:00,SYNTHETIC
OUT-008524,INC-008524,EP-008524,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0057,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,55,False,,0.941,2024-04-10T16:15:00+00:00,SYNTHETIC
OUT-008525,INC-008525,EP-008525,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,62,False,,0.885,2024-04-10T16:39:00+00:00,SYNTHETIC
OUT-008526,INC-008526,EP-008526,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0011,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,413,False,,0.937,2024-04-10T22:47:00+00:00,SYNTHETIC
OUT-008527,INC-008527,EP-008527,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0018,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,67,False,,0.768,2024-04-10T17:18:00+00:00,SYNTHETIC
OUT-008528,INC-008528,EP-008528,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0025,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,131,True,,0.706,2024-04-10T18:39:00+00:00,SYNTHETIC
OUT-008529,INC-008529,EP-008529,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0032,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,93,False,,0.879,2024-04-10T18:18:00+00:00,SYNTHETIC
OUT-008530,INC-008530,EP-008530,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0039,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,112,False,,0.719,2024-04-10T18:54:00+00:00,SYNTHETIC
OUT-008531,INC-008531,EP-008531,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0046,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,83,False,,0.448,2024-04-10T18:42:00+00:00,SYNTHETIC
OUT-008532,INC-008532,EP-008532,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0053,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,21,False,,0.391,2024-04-10T17:57:00+00:00,SYNTHETIC
OUT-008533,INC-008533,EP-008533,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0060,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,95,False,,0.509,2024-04-10T19:28:00+00:00,SYNTHETIC
OUT-008534,INC-008534,EP-008534,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0007,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,84,False,,0.437,2024-04-10T19:34:00+00:00,SYNTHETIC
OUT-008535,INC-008535,EP-008535,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0014,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,477,False,,0.596,2024-04-11T02:24:00+00:00,SYNTHETIC
OUT-008536,INC-008536,EP-008536,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0021,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,556,False,,0.644,2024-04-11T04:00:00+00:00,SYNTHETIC
OUT-008537,INC-008537,EP-008537,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0028,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,409,False,,0.458,2024-04-11T01:50:00+00:00,SYNTHETIC
OUT-008538,INC-008538,EP-008538,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0035,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,12,True,,0.574,2024-04-10T19:38:00+00:00,SYNTHETIC
OUT-008539,INC-008539,EP-008539,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0042,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,35,False,,0.898,2024-04-10T20:10:00+00:00,SYNTHETIC
OUT-008540,INC-008540,EP-008540,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0049,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,14,False,,0.712,2024-04-10T20:12:00+00:00,SYNTHETIC
OUT-008541,INC-008541,EP-008541,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0056,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,79,False,,0.682,2024-04-10T21:28:00+00:00,SYNTHETIC
OUT-008542,INC-008542,EP-008542,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,70,False,,0.914,2024-04-10T21:36:00+00:00,SYNTHETIC
OUT-008543,INC-008543,EP-008543,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0010,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,172,False,,0.928,2024-04-10T23:35:00+00:00,SYNTHETIC
OUT-008544,INC-008544,EP-008544,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0017,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,68,False,,0.866,2024-04-10T22:08:00+00:00,SYNTHETIC
OUT-008545,INC-008545,EP-008545,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0024,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,57,False,,0.438,2024-04-10T22:14:00+00:00,SYNTHETIC
OUT-008546,INC-008546,EP-008546,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0031,RESTART_INTERNAL_SERVICE,APPROVED,,RESTART_INTERNAL_SERVICE,NOT_RESOLVED,98,False,,0.918,2024-04-10T23:12:00+00:00,SYNTHETIC
OUT-008547,INC-008547,EP-008547,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0038,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,512,False,,0.495,2024-04-11T06:23:00+00:00,SYNTHETIC
OUT-008548,INC-008548,EP-008548,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0045,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,19,False,,0.375,2024-04-10T22:28:00+00:00,SYNTHETIC
OUT-008549,INC-008549,EP-008549,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0052,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,122,False,,0.487,2024-04-11T00:27:00+00:00,SYNTHETIC
OUT-008550,INC-008550,EP-008550,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0059,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,127,False,,0.473,2024-04-11T00:49:00+00:00,SYNTHETIC
OUT-008551,INC-008551,EP-008551,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0006,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,315,False,,0.712,2024-04-11T04:14:00+00:00,SYNTHETIC
OUT-008552,INC-008552,EP-008552,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0013,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,NOT_RESOLVED,116,False,,0.57,2024-04-11T01:12:00+00:00,SYNTHETIC
OUT-008553,INC-008553,EP-008553,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0020,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,125,False,,0.606,2024-04-11T01:38:00+00:00,SYNTHETIC
OUT-008554,INC-008554,EP-008554,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0027,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,112,False,,0.376,2024-04-11T01:42:00+00:00,SYNTHETIC
OUT-008555,INC-008555,EP-008555,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0034,WAIT_AND_FAILOVER,APPROVED,CHANGED_REMEDIATION,WAIT_AND_FAILOVER,RESOLVED,22,False,,0.64,2024-04-11T00:29:00+00:00,SYNTHETIC
OUT-008556,INC-008556,EP-008556,KE-0086,EXTERNAL_VENDOR_OUTAGE,VENDOR-0041,WAIT_AND_FAILOVER,APPROVED,,WAIT_AND_FAILOVER,RESOLVED,71,False,,0.728,2024-04-11T01:35:00+00:00,SYNTHETIC
