observation_id,episode_id,entity_id,metric_id,breach_direction,observed_at,severity,value_band,data_classification
OBS-014489,EP-014489,SVC-0012,transaction_failure_rate,UP,2024-06-20T01:16:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014490,EP-014490,SVC-0007,request_latency_ms,UP,2024-06-20T01:33:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014491,EP-014491,SVC-0011,authentication_failure_rate,UP,2024-06-20T01:50:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014492,EP-014492,SVC-0013,transaction_failure_rate,UP,2024-06-20T02:07:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014493,EP-014493,SVC-0019,service_error_rate,UP,2024-06-20T02:24:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014494,EP-014494,SVC-0052,authentication_failure_rate,UP,2024-06-20T02:41:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014495,EP-014495,SVC-0004,queue_depth,UP,2024-06-20T02:58:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014496,EP-014496,SVC-0002,service_error_rate,UP,2024-06-20T03:15:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014497,EP-014497,SVC-0001,transaction_failure_rate,UP,2024-06-20T03:32:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014498,EP-014498,SVC-0003,authentication_failure_rate,UP,2024-06-20T03:49:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014499,EP-014499,SVC-0018,transaction_failure_rate,UP,2024-06-20T04:06:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014500,EP-014500,SVC-0009,authentication_failure_rate,UP,2024-06-20T04:23:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014501,EP-014501,SVC-0010,service_error_rate,UP,2024-06-20T04:40:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014502,EP-014502,SVC-0028,queue_depth,UP,2024-06-20T04:57:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014503,EP-014503,SVC-0033,request_timeout_rate,UP,2024-06-20T05:14:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014504,EP-014504,SVC-0001,request_latency_ms,UP,2024-06-20T05:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014505,EP-014505,SVC-0004,connection_failure_rate,UP,2024-06-20T05:48:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014506,EP-014506,SVC-0002,request_latency_ms,UP,2024-06-20T06:05:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014507,EP-014507,SVC-0001,queue_depth,UP,2024-06-20T06:22:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014508,EP-014508,SVC-0002,request_timeout_rate,UP,2024-06-20T06:39:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014509,EP-014509,SVC-0008,queue_depth,UP,2024-06-20T06:56:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014510,EP-014510,SVC-0021,transaction_failure_rate,UP,2024-06-20T07:13:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014511,EP-014511,SVC-0048,transaction_failure_rate,UP,2024-06-20T07:30:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014512,EP-014512,SVC-0008,queue_depth,UP,2024-06-20T07:47:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014513,EP-014513,SVC-0002,request_latency_ms,UP,2024-06-20T08:04:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014514,EP-014514,SVC-0005,queue_depth,UP,2024-06-20T08:21:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014515,EP-014515,SVC-0006,service_error_rate,UP,2024-06-20T08:38:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014516,EP-014516,SVC-0001,request_latency_ms,UP,2024-06-20T08:55:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014517,EP-014517,SVC-0007,request_timeout_rate,UP,2024-06-20T09:12:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014518,EP-014518,SVC-0005,request_latency_ms,UP,2024-06-20T09:29:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014519,EP-014519,SVC-0006,authentication_failure_rate,UP,2024-06-20T09:46:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014520,EP-014520,SVC-0007,queue_depth,UP,2024-06-20T10:03:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014521,EP-014521,SVC-0030,transaction_failure_rate,UP,2024-06-20T10:20:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014522,EP-014522,SVC-0007,request_timeout_rate,UP,2024-06-20T10:37:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014523,EP-014523,SVC-0006,queue_depth,UP,2024-06-20T10:54:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014524,EP-014524,SVC-0015,queue_depth,UP,2024-06-20T11:11:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014525,EP-014525,SVC-0007,request_timeout_rate,UP,2024-06-20T11:28:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014526,EP-014526,SVC-0004,connection_failure_rate,UP,2024-06-20T11:45:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014527,EP-014527,SVC-0005,transaction_failure_rate,UP,2024-06-20T12:02:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014528,EP-014528,SVC-0025,service_error_rate,UP,2024-06-20T12:19:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014529,EP-014529,SVC-0004,transaction_failure_rate,UP,2024-06-20T12:36:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014530,EP-014530,SVC-0022,authentication_failure_rate,UP,2024-06-20T12:53:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014531,EP-014531,SVC-0021,service_error_rate,UP,2024-06-20T13:10:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014532,EP-014532,SVC-0012,queue_depth,UP,2024-06-20T13:27:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014533,EP-014533,SVC-0006,service_error_rate,UP,2024-06-20T13:44:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014534,EP-014534,SVC-0031,authentication_failure_rate,UP,2024-06-20T14:01:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014535,EP-014535,SVC-0026,transaction_failure_rate,UP,2024-06-20T14:18:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014536,EP-014536,SVC-0002,request_latency_ms,UP,2024-06-20T14:35:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014537,EP-014537,SVC-0009,transaction_failure_rate,UP,2024-06-20T14:52:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014538,EP-014538,SVC-0018,request_latency_ms,UP,2024-06-20T15:09:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014539,EP-014539,SVC-0036,transaction_failure_rate,UP,2024-06-20T15:26:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014540,EP-014540,SVC-0010,connection_failure_rate,UP,2024-06-20T15:43:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014541,EP-014541,SVC-0002,authentication_failure_rate,UP,2024-06-20T16:00:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014542,EP-014542,SVC-0015,service_error_rate,UP,2024-06-20T16:17:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014543,EP-014543,SVC-0006,transaction_failure_rate,UP,2024-06-20T16:34:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014544,EP-014544,SVC-0011,transaction_failure_rate,UP,2024-06-20T16:51:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014545,EP-014545,SVC-0002,service_error_rate,UP,2024-06-20T17:08:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014546,EP-014546,SVC-0030,request_timeout_rate,UP,2024-06-20T17:25:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014547,EP-014547,SVC-0001,service_error_rate,UP,2024-06-20T17:42:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014548,EP-014548,SVC-0008,connection_failure_rate,UP,2024-06-20T17:59:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014549,EP-014549,SVC-0012,service_error_rate,UP,2024-06-20T18:16:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014550,EP-014550,SVC-0007,request_timeout_rate,UP,2024-06-20T18:33:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014551,EP-014551,SVC-0011,request_latency_ms,UP,2024-06-20T18:50:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014552,EP-014552,SVC-0013,request_latency_ms,UP,2024-06-20T19:07:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014553,EP-014553,SVC-0019,transaction_failure_rate,UP,2024-06-20T19:24:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014554,EP-014554,SVC-0052,transaction_failure_rate,UP,2024-06-20T19:41:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014555,EP-014555,SVC-0004,transaction_failure_rate,UP,2024-06-20T19:58:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014556,EP-014556,SVC-0002,connection_failure_rate,UP,2024-06-20T20:15:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014557,EP-014557,SVC-0001,request_latency_ms,UP,2024-06-20T20:32:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014558,EP-014558,SVC-0003,request_latency_ms,UP,2024-06-20T20:49:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014559,EP-014559,SVC-0018,queue_depth,UP,2024-06-20T21:06:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014560,EP-014560,SVC-0009,connection_failure_rate,UP,2024-06-20T21:23:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014561,EP-014561,SVC-0010,authentication_failure_rate,UP,2024-06-20T21:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014562,EP-014562,SVC-0028,queue_depth,UP,2024-06-20T21:57:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014563,EP-014563,SVC-0033,connection_failure_rate,UP,2024-06-20T22:14:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014564,EP-014564,SVC-0001,connection_failure_rate,UP,2024-06-20T22:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014565,EP-014565,SVC-0004,queue_depth,UP,2024-06-20T22:48:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014566,EP-014566,SVC-0002,connection_failure_rate,UP,2024-06-20T23:05:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014567,EP-014567,SVC-0001,authentication_failure_rate,UP,2024-06-20T23:22:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014568,EP-014568,SVC-0002,request_latency_ms,UP,2024-06-20T23:39:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014569,EP-014569,SVC-0008,authentication_failure_rate,UP,2024-06-20T23:56:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014570,EP-014570,SVC-0021,service_error_rate,UP,2024-06-21T00:13:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014571,EP-014571,SVC-0048,transaction_failure_rate,UP,2024-06-21T00:30:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014572,EP-014572,SVC-0008,request_latency_ms,UP,2024-06-21T00:47:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014573,EP-014573,SVC-0002,authentication_failure_rate,UP,2024-06-21T01:04:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014574,EP-014574,SVC-0005,queue_depth,UP,2024-06-21T01:21:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014575,EP-014575,SVC-0006,authentication_failure_rate,UP,2024-06-21T01:38:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014576,EP-014576,SVC-0001,request_latency_ms,UP,2024-06-21T01:55:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014577,EP-014577,SVC-0007,request_latency_ms,UP,2024-06-21T02:12:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014578,EP-014578,SVC-0005,transaction_failure_rate,UP,2024-06-21T02:29:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014579,EP-014579,SVC-0006,service_error_rate,UP,2024-06-21T02:46:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014580,EP-014580,SVC-0007,request_timeout_rate,UP,2024-06-21T03:03:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014581,EP-014581,SVC-0030,request_latency_ms,UP,2024-06-21T03:20:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014582,EP-014582,SVC-0007,service_error_rate,UP,2024-06-21T03:37:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014583,EP-014583,SVC-0006,connection_failure_rate,UP,2024-06-21T03:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014584,EP-014584,SVC-0015,transaction_failure_rate,UP,2024-06-21T04:11:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014585,EP-014585,SVC-0007,queue_depth,UP,2024-06-21T04:28:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014586,EP-014586,SVC-0004,transaction_failure_rate,UP,2024-06-21T04:45:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014587,EP-014587,SVC-0005,request_latency_ms,UP,2024-06-21T05:02:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014588,EP-014588,SVC-0025,service_error_rate,UP,2024-06-21T05:19:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014589,EP-014589,SVC-0004,connection_failure_rate,UP,2024-06-21T05:36:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014590,EP-014590,SVC-0022,connection_failure_rate,UP,2024-06-21T05:53:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014591,EP-014591,SVC-0021,request_latency_ms,UP,2024-06-21T06:10:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014592,EP-014592,SVC-0012,transaction_failure_rate,UP,2024-06-21T06:27:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014593,EP-014593,SVC-0006,request_timeout_rate,UP,2024-06-21T06:44:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014594,EP-014594,SVC-0031,queue_depth,UP,2024-06-21T07:01:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014595,EP-014595,SVC-0026,request_latency_ms,UP,2024-06-21T07:18:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014596,EP-014596,SVC-0002,request_latency_ms,UP,2024-06-21T07:35:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014597,EP-014597,SVC-0009,connection_failure_rate,UP,2024-06-21T07:52:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014598,EP-014598,SVC-0018,transaction_failure_rate,UP,2024-06-21T08:09:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014599,EP-014599,SVC-0036,connection_failure_rate,UP,2024-06-21T08:26:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014600,EP-014600,SVC-0010,authentication_failure_rate,UP,2024-06-21T08:43:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014601,EP-014601,SVC-0002,transaction_failure_rate,UP,2024-06-21T09:00:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014602,EP-014602,SVC-0015,request_latency_ms,UP,2024-06-21T09:17:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014603,EP-014603,SVC-0006,connection_failure_rate,UP,2024-06-21T09:34:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014604,EP-014604,SVC-0011,authentication_failure_rate,UP,2024-06-21T09:51:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014605,EP-014605,SVC-0002,transaction_failure_rate,UP,2024-06-21T10:08:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014606,EP-014606,SVC-0030,request_latency_ms,UP,2024-06-21T10:25:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014607,EP-014607,SVC-0001,queue_depth,UP,2024-06-21T10:42:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014608,EP-014608,SVC-0008,transaction_failure_rate,UP,2024-06-21T10:59:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014609,EP-014609,SVC-0012,service_error_rate,UP,2024-06-21T11:16:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014610,EP-014610,SVC-0007,request_timeout_rate,UP,2024-06-21T11:33:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014611,EP-014611,SVC-0011,authentication_failure_rate,UP,2024-06-21T11:50:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014612,EP-014612,SVC-0013,request_timeout_rate,UP,2024-06-21T12:07:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014613,EP-014613,SVC-0019,authentication_failure_rate,UP,2024-06-21T12:24:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014614,EP-014614,SVC-0052,request_latency_ms,UP,2024-06-21T12:41:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014615,EP-014615,SVC-0004,transaction_failure_rate,UP,2024-06-21T12:58:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014616,EP-014616,SVC-0002,transaction_failure_rate,UP,2024-06-21T13:15:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014617,EP-014617,SVC-0001,authentication_failure_rate,UP,2024-06-21T13:32:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014618,EP-014618,SVC-0003,authentication_failure_rate,UP,2024-06-21T13:49:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014619,EP-014619,SVC-0018,transaction_failure_rate,UP,2024-06-21T14:06:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014620,EP-014620,SVC-0009,request_timeout_rate,UP,2024-06-21T14:23:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014621,EP-014621,SVC-0010,request_latency_ms,UP,2024-06-21T14:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014622,EP-014622,SVC-0028,service_error_rate,UP,2024-06-21T14:57:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014623,EP-014623,SVC-0033,authentication_failure_rate,UP,2024-06-21T15:14:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014624,EP-014624,SVC-0001,service_error_rate,UP,2024-06-21T15:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014625,EP-014625,SVC-0004,request_timeout_rate,UP,2024-06-21T15:48:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014626,EP-014626,SVC-0002,queue_depth,UP,2024-06-21T16:05:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014627,EP-014627,SVC-0001,request_timeout_rate,UP,2024-06-21T16:22:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014628,EP-014628,SVC-0002,service_error_rate,UP,2024-06-21T16:39:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014629,EP-014629,SVC-0008,request_latency_ms,UP,2024-06-21T16:56:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014630,EP-014630,SVC-0021,transaction_failure_rate,UP,2024-06-21T17:13:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014631,EP-014631,SVC-0048,connection_failure_rate,UP,2024-06-21T17:30:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014632,EP-014632,SVC-0008,connection_failure_rate,UP,2024-06-21T17:47:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014633,EP-014633,SVC-0002,authentication_failure_rate,UP,2024-06-21T18:04:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014634,EP-014634,SVC-0005,transaction_failure_rate,UP,2024-06-21T18:21:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014635,EP-014635,SVC-0006,connection_failure_rate,UP,2024-06-21T18:38:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014636,EP-014636,SVC-0001,service_error_rate,UP,2024-06-21T18:55:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014637,EP-014637,SVC-0007,transaction_failure_rate,UP,2024-06-21T19:12:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014638,EP-014638,SVC-0005,request_latency_ms,UP,2024-06-21T19:29:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014639,EP-014639,SVC-0006,queue_depth,UP,2024-06-21T19:46:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014640,EP-014640,SVC-0007,transaction_failure_rate,UP,2024-06-21T20:03:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014641,EP-014641,SVC-0030,transaction_failure_rate,UP,2024-06-21T20:20:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014642,EP-014642,SVC-0007,request_latency_ms,UP,2024-06-21T20:37:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014643,EP-014643,SVC-0006,request_latency_ms,UP,2024-06-21T20:54:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014644,EP-014644,SVC-0015,queue_depth,UP,2024-06-21T21:11:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014645,EP-014645,SVC-0007,transaction_failure_rate,UP,2024-06-21T21:28:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014646,EP-014646,SVC-0004,authentication_failure_rate,UP,2024-06-21T21:45:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014647,EP-014647,SVC-0005,authentication_failure_rate,UP,2024-06-21T22:02:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014648,EP-014648,SVC-0025,connection_failure_rate,UP,2024-06-21T22:19:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014649,EP-014649,SVC-0004,authentication_failure_rate,UP,2024-06-21T22:36:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014650,EP-014650,SVC-0022,transaction_failure_rate,UP,2024-06-21T22:53:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014651,EP-014651,SVC-0021,request_timeout_rate,UP,2024-06-21T23:10:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014652,EP-014652,SVC-0012,request_timeout_rate,UP,2024-06-21T23:27:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014653,EP-014653,SVC-0006,authentication_failure_rate,UP,2024-06-21T23:44:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014654,EP-014654,SVC-0031,request_timeout_rate,UP,2024-06-22T00:01:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014655,EP-014655,SVC-0026,request_timeout_rate,UP,2024-06-22T00:18:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014656,EP-014656,SVC-0002,connection_failure_rate,UP,2024-06-22T00:35:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014657,EP-014657,SVC-0009,service_error_rate,UP,2024-06-22T00:52:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014658,EP-014658,SVC-0018,queue_depth,UP,2024-06-22T01:09:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014659,EP-014659,SVC-0036,transaction_failure_rate,UP,2024-06-22T01:26:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014660,EP-014660,SVC-0010,request_timeout_rate,UP,2024-06-22T01:43:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014661,EP-014661,SVC-0002,transaction_failure_rate,UP,2024-06-22T02:00:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014662,EP-014662,SVC-0015,transaction_failure_rate,UP,2024-06-22T02:17:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014663,EP-014663,SVC-0006,queue_depth,UP,2024-06-22T02:34:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014664,EP-014664,SVC-0011,authentication_failure_rate,UP,2024-06-22T02:51:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014665,EP-014665,SVC-0002,service_error_rate,UP,2024-06-22T03:08:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014666,EP-014666,SVC-0030,authentication_failure_rate,UP,2024-06-22T03:25:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014667,EP-014667,SVC-0001,request_timeout_rate,UP,2024-06-22T03:42:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014668,EP-014668,SVC-0008,request_latency_ms,UP,2024-06-22T03:59:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014669,EP-014669,SVC-0012,transaction_failure_rate,UP,2024-06-22T04:16:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014670,EP-014670,SVC-0007,service_error_rate,UP,2024-06-22T04:33:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014671,EP-014671,SVC-0011,connection_failure_rate,UP,2024-06-22T04:50:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014672,EP-014672,SVC-0013,request_timeout_rate,UP,2024-06-22T05:07:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014673,EP-014673,SVC-0019,authentication_failure_rate,UP,2024-06-22T05:24:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014674,EP-014674,SVC-0052,queue_depth,UP,2024-06-22T05:41:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014675,EP-014675,SVC-0004,connection_failure_rate,UP,2024-06-22T05:58:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014676,EP-014676,SVC-0002,request_timeout_rate,UP,2024-06-22T06:15:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014677,EP-014677,SVC-0001,service_error_rate,UP,2024-06-22T06:32:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014678,EP-014678,SVC-0003,request_timeout_rate,UP,2024-06-22T06:49:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014679,EP-014679,SVC-0018,queue_depth,UP,2024-06-22T07:06:00+00:00,HIGH,SEVERE,SYNTHETIC
OBS-014680,EP-014680,SVC-0009,connection_failure_rate,UP,2024-06-22T07:23:00+00:00,CRITICAL,SEVERE,SYNTHETIC
OBS-014681,EP-014681,SVC-0010,transaction_failure_rate,UP,2024-06-22T07:40:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014682,EP-014682,SVC-0028,transaction_failure_rate,UP,2024-06-22T07:57:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014683,EP-014683,SVC-0033,service_error_rate,UP,2024-06-22T08:14:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014684,EP-014684,SVC-0001,transaction_failure_rate,UP,2024-06-22T08:31:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
OBS-014685,EP-014685,SVC-0004,request_latency_ms,UP,2024-06-22T08:48:00+00:00,LOW,ELEVATED,SYNTHETIC
OBS-014686,EP-014686,SVC-0002,authentication_failure_rate,UP,2024-06-22T09:05:00+00:00,MEDIUM,ELEVATED,SYNTHETIC
