episode_id,incident_id,true_cause_family,true_root_entity_id,true_pattern_id,correct_remediation,propagation_targets,change_id,cause_selection_stream,background_stream,data_classification
EP-000201,INC-000201,NETWORK_PATH_DEGRADATION,INFRA-0001,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0018"", ""COMP-0001"", ""COMP-0025"", ""POL-0001"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:14,background:EP-000201,SYNTHETIC
EP-000202,INC-000202,NETWORK_PATH_DEGRADATION,INFRA-0008,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0012"", ""CLOUD-0018"", ""CLOUD-0020"", ""CLOUD-0021"", ""COMP-0016"", ""POL-0004"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:15,background:EP-000202,SYNTHETIC
EP-000203,INC-000203,NETWORK_PATH_DEGRADATION,INFRA-0007,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0004"", ""CLOUD-0002"", ""CLOUD-0003"", ""CLOUD-0013"", ""CLOUD-0014"", ""CLOUD-0018"", ""COMP-0007"", ""INFRA-0004"", ""INFRA-0006"", ""POL-0003"", ""SVC-0001"", ""SVC-0004"", ""SVC-0007"", ""SVC-0008"", ""SVC-0012"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0005"", ""TEAM-0006""]",,cause:14:16,background:EP-000203,SYNTHETIC
EP-000204,INC-000204,NETWORK_PATH_DEGRADATION,INFRA-0006,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0001"", ""CLOUD-0006"", ""CLOUD-0007"", ""CLOUD-0015"", ""COMP-0022"", ""INFRA-0001"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0006"", ""SVC-0008"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001"", ""TEAM-0004"", ""VENDOR-0001""]",,cause:14:17,background:EP-000204,SYNTHETIC
EP-000205,INC-000205,NETWORK_PATH_DEGRADATION,INFRA-0005,KE-0015,REROUTE_TRAFFIC,"[""APP-0008"", ""CAP-0004"", ""CLOUD-0004"", ""CLOUD-0005"", ""CLOUD-0021"", ""COMP-0013"", ""INFRA-0003"", ""POL-0001"", ""SVC-0001"", ""SVC-0005"", ""SVC-0006"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0012"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0002"", ""VENDOR-0001"", ""VENDOR-0003""]",CHG-000205,cause:14:18,background:EP-000205,SYNTHETIC
EP-000206,INC-000206,NETWORK_PATH_DEGRADATION,INFRA-0004,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0012"", ""CLOUD-0016"", ""CLOUD-0020"", ""COMP-0004"", ""COMP-0028"", ""POL-0004"", ""SVC-0001"", ""SVC-0004"", ""SVC-0005"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0007""]",,cause:14:19,background:EP-000206,SYNTHETIC
EP-000207,INC-000207,NETWORK_PATH_DEGRADATION,INFRA-0003,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0002"", ""CLOUD-0005"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0019"", ""INFRA-0002"", ""INFRA-0006"", ""POL-0003"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0005"", ""VENDOR-0004""]",CHG-000207,cause:14:20,background:EP-000207,SYNTHETIC
EP-000208,INC-000208,NETWORK_PATH_DEGRADATION,INFRA-0002,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CLOUD-0004"", ""CLOUD-0012"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0010"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0006"", ""SVC-0008"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0018"", ""TEAM-0003""]",,cause:14:21,background:EP-000208,SYNTHETIC
EP-000209,INC-000209,NETWORK_PATH_DEGRADATION,INFRA-0001,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0018"", ""COMP-0001"", ""COMP-0025"", ""POL-0001"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:22,background:EP-000209,SYNTHETIC
EP-000210,INC-000210,NETWORK_PATH_DEGRADATION,INFRA-0008,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0012"", ""CLOUD-0018"", ""CLOUD-0020"", ""CLOUD-0021"", ""COMP-0016"", ""POL-0004"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",CHG-000210,cause:14:23,background:EP-000210,SYNTHETIC
EP-000211,INC-000211,NETWORK_PATH_DEGRADATION,INFRA-0007,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0004"", ""CLOUD-0002"", ""CLOUD-0003"", ""CLOUD-0013"", ""CLOUD-0014"", ""CLOUD-0018"", ""COMP-0007"", ""INFRA-0004"", ""INFRA-0006"", ""POL-0003"", ""SVC-0001"", ""SVC-0004"", ""SVC-0007"", ""SVC-0008"", ""SVC-0012"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0005"", ""TEAM-0006""]",,cause:14:24,background:EP-000211,SYNTHETIC
EP-000212,INC-000212,NETWORK_PATH_DEGRADATION,INFRA-0006,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0001"", ""CLOUD-0006"", ""CLOUD-0007"", ""CLOUD-0015"", ""COMP-0022"", ""INFRA-0001"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0006"", ""SVC-0008"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001"", ""TEAM-0004"", ""VENDOR-0001""]",,cause:14:25,background:EP-000212,SYNTHETIC
EP-000213,INC-000213,NETWORK_PATH_DEGRADATION,INFRA-0005,KE-0015,REROUTE_TRAFFIC,"[""APP-0008"", ""CAP-0004"", ""CLOUD-0004"", ""CLOUD-0005"", ""CLOUD-0021"", ""COMP-0013"", ""INFRA-0003"", ""POL-0001"", ""SVC-0001"", ""SVC-0005"", ""SVC-0006"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0012"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0002"", ""VENDOR-0001"", ""VENDOR-0003""]",,cause:14:26,background:EP-000213,SYNTHETIC
EP-000214,INC-000214,NETWORK_PATH_DEGRADATION,INFRA-0004,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0012"", ""CLOUD-0016"", ""CLOUD-0020"", ""COMP-0004"", ""COMP-0028"", ""POL-0004"", ""SVC-0001"", ""SVC-0004"", ""SVC-0005"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0007""]",,cause:14:27,background:EP-000214,SYNTHETIC
EP-000215,INC-000215,NETWORK_PATH_DEGRADATION,INFRA-0003,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0002"", ""CLOUD-0005"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0019"", ""INFRA-0002"", ""INFRA-0006"", ""POL-0003"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0005"", ""VENDOR-0004""]",,cause:14:28,background:EP-000215,SYNTHETIC
EP-000216,INC-000216,NETWORK_PATH_DEGRADATION,INFRA-0002,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CLOUD-0004"", ""CLOUD-0012"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0010"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0006"", ""SVC-0008"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0018"", ""TEAM-0003""]",,cause:14:29,background:EP-000216,SYNTHETIC
EP-000217,INC-000217,NETWORK_PATH_DEGRADATION,INFRA-0001,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0018"", ""COMP-0001"", ""COMP-0025"", ""POL-0001"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:30,background:EP-000217,SYNTHETIC
EP-000218,INC-000218,NETWORK_PATH_DEGRADATION,INFRA-0008,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0012"", ""CLOUD-0018"", ""CLOUD-0020"", ""CLOUD-0021"", ""COMP-0016"", ""POL-0004"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:31,background:EP-000218,SYNTHETIC
EP-000219,INC-000219,NETWORK_PATH_DEGRADATION,INFRA-0007,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0004"", ""CLOUD-0002"", ""CLOUD-0003"", ""CLOUD-0013"", ""CLOUD-0014"", ""CLOUD-0018"", ""COMP-0007"", ""INFRA-0004"", ""INFRA-0006"", ""POL-0003"", ""SVC-0001"", ""SVC-0004"", ""SVC-0007"", ""SVC-0008"", ""SVC-0012"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0005"", ""TEAM-0006""]",,cause:14:32,background:EP-000219,SYNTHETIC
EP-000220,INC-000220,NETWORK_PATH_DEGRADATION,INFRA-0006,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0001"", ""CLOUD-0006"", ""CLOUD-0007"", ""CLOUD-0015"", ""COMP-0022"", ""INFRA-0001"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0006"", ""SVC-0008"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001"", ""TEAM-0004"", ""VENDOR-0001""]",,cause:14:33,background:EP-000220,SYNTHETIC
EP-000221,INC-000221,NETWORK_PATH_DEGRADATION,INFRA-0005,KE-0015,REROUTE_TRAFFIC,"[""APP-0008"", ""CAP-0004"", ""CLOUD-0004"", ""CLOUD-0005"", ""CLOUD-0021"", ""COMP-0013"", ""INFRA-0003"", ""POL-0001"", ""SVC-0001"", ""SVC-0005"", ""SVC-0006"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0012"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0002"", ""VENDOR-0001"", ""VENDOR-0003""]",,cause:14:34,background:EP-000221,SYNTHETIC
EP-000222,INC-000222,NETWORK_PATH_DEGRADATION,INFRA-0004,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0012"", ""CLOUD-0016"", ""CLOUD-0020"", ""COMP-0004"", ""COMP-0028"", ""POL-0004"", ""SVC-0001"", ""SVC-0004"", ""SVC-0005"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0007""]",,cause:14:35,background:EP-000222,SYNTHETIC
EP-000223,INC-000223,NETWORK_PATH_DEGRADATION,INFRA-0003,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0002"", ""CLOUD-0005"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0019"", ""INFRA-0002"", ""INFRA-0006"", ""POL-0003"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0005"", ""VENDOR-0004""]",,cause:14:36,background:EP-000223,SYNTHETIC
EP-000224,INC-000224,NETWORK_PATH_DEGRADATION,INFRA-0002,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CLOUD-0004"", ""CLOUD-0012"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0010"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0006"", ""SVC-0008"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0018"", ""TEAM-0003""]",,cause:14:37,background:EP-000224,SYNTHETIC
EP-000225,INC-000225,NETWORK_PATH_DEGRADATION,INFRA-0001,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0018"", ""COMP-0001"", ""COMP-0025"", ""POL-0001"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",CHG-000225,cause:14:38,background:EP-000225,SYNTHETIC
EP-000226,INC-000226,NETWORK_PATH_DEGRADATION,INFRA-0008,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0012"", ""CLOUD-0018"", ""CLOUD-0020"", ""CLOUD-0021"", ""COMP-0016"", ""POL-0004"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:39,background:EP-000226,SYNTHETIC
EP-000227,INC-000227,NETWORK_PATH_DEGRADATION,INFRA-0007,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0004"", ""CLOUD-0002"", ""CLOUD-0003"", ""CLOUD-0013"", ""CLOUD-0014"", ""CLOUD-0018"", ""COMP-0007"", ""INFRA-0004"", ""INFRA-0006"", ""POL-0003"", ""SVC-0001"", ""SVC-0004"", ""SVC-0007"", ""SVC-0008"", ""SVC-0012"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0005"", ""TEAM-0006""]",,cause:14:40,background:EP-000227,SYNTHETIC
EP-000228,INC-000228,NETWORK_PATH_DEGRADATION,INFRA-0006,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0001"", ""CLOUD-0006"", ""CLOUD-0007"", ""CLOUD-0015"", ""COMP-0022"", ""INFRA-0001"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0006"", ""SVC-0008"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001"", ""TEAM-0004"", ""VENDOR-0001""]",,cause:14:41,background:EP-000228,SYNTHETIC
EP-000229,INC-000229,NETWORK_PATH_DEGRADATION,INFRA-0005,KE-0015,REROUTE_TRAFFIC,"[""APP-0008"", ""CAP-0004"", ""CLOUD-0004"", ""CLOUD-0005"", ""CLOUD-0021"", ""COMP-0013"", ""INFRA-0003"", ""POL-0001"", ""SVC-0001"", ""SVC-0005"", ""SVC-0006"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0012"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0002"", ""VENDOR-0001"", ""VENDOR-0003""]",,cause:14:42,background:EP-000229,SYNTHETIC
EP-000230,INC-000230,NETWORK_PATH_DEGRADATION,INFRA-0004,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0012"", ""CLOUD-0016"", ""CLOUD-0020"", ""COMP-0004"", ""COMP-0028"", ""POL-0004"", ""SVC-0001"", ""SVC-0004"", ""SVC-0005"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0007""]",,cause:14:43,background:EP-000230,SYNTHETIC
EP-000231,INC-000231,NETWORK_PATH_DEGRADATION,INFRA-0003,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0002"", ""CLOUD-0005"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0019"", ""INFRA-0002"", ""INFRA-0006"", ""POL-0003"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0005"", ""VENDOR-0004""]",CHG-000231,cause:14:44,background:EP-000231,SYNTHETIC
EP-000232,INC-000232,NETWORK_PATH_DEGRADATION,INFRA-0002,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CLOUD-0004"", ""CLOUD-0012"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0010"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0006"", ""SVC-0008"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0018"", ""TEAM-0003""]",,cause:14:45,background:EP-000232,SYNTHETIC
EP-000233,INC-000233,NETWORK_PATH_DEGRADATION,INFRA-0001,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0018"", ""COMP-0001"", ""COMP-0025"", ""POL-0001"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:46,background:EP-000233,SYNTHETIC
EP-000234,INC-000234,NETWORK_PATH_DEGRADATION,INFRA-0008,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0012"", ""CLOUD-0018"", ""CLOUD-0020"", ""CLOUD-0021"", ""COMP-0016"", ""POL-0004"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:47,background:EP-000234,SYNTHETIC
EP-000235,INC-000235,NETWORK_PATH_DEGRADATION,INFRA-0007,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0004"", ""CLOUD-0002"", ""CLOUD-0003"", ""CLOUD-0013"", ""CLOUD-0014"", ""CLOUD-0018"", ""COMP-0007"", ""INFRA-0004"", ""INFRA-0006"", ""POL-0003"", ""SVC-0001"", ""SVC-0004"", ""SVC-0007"", ""SVC-0008"", ""SVC-0012"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0005"", ""TEAM-0006""]",CHG-000235,cause:14:48,background:EP-000235,SYNTHETIC
EP-000236,INC-000236,NETWORK_PATH_DEGRADATION,INFRA-0006,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0001"", ""CLOUD-0006"", ""CLOUD-0007"", ""CLOUD-0015"", ""COMP-0022"", ""INFRA-0001"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0006"", ""SVC-0008"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001"", ""TEAM-0004"", ""VENDOR-0001""]",CHG-000236,cause:14:49,background:EP-000236,SYNTHETIC
EP-000237,INC-000237,NETWORK_PATH_DEGRADATION,INFRA-0005,KE-0015,REROUTE_TRAFFIC,"[""APP-0008"", ""CAP-0004"", ""CLOUD-0004"", ""CLOUD-0005"", ""CLOUD-0021"", ""COMP-0013"", ""INFRA-0003"", ""POL-0001"", ""SVC-0001"", ""SVC-0005"", ""SVC-0006"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0012"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0002"", ""VENDOR-0001"", ""VENDOR-0003""]",,cause:14:50,background:EP-000237,SYNTHETIC
EP-000238,INC-000238,NETWORK_PATH_DEGRADATION,INFRA-0004,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0012"", ""CLOUD-0016"", ""CLOUD-0020"", ""COMP-0004"", ""COMP-0028"", ""POL-0004"", ""SVC-0001"", ""SVC-0004"", ""SVC-0005"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0007""]",CHG-000238,cause:14:51,background:EP-000238,SYNTHETIC
EP-000239,INC-000239,NETWORK_PATH_DEGRADATION,INFRA-0003,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CAP-0001"", ""CLOUD-0002"", ""CLOUD-0005"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0019"", ""INFRA-0002"", ""INFRA-0006"", ""POL-0003"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0005"", ""VENDOR-0004""]",,cause:14:52,background:EP-000239,SYNTHETIC
EP-000240,INC-000240,NETWORK_PATH_DEGRADATION,INFRA-0002,KE-0015,REROUTE_TRAFFIC,"[""APP-0004"", ""CLOUD-0004"", ""CLOUD-0012"", ""CLOUD-0019"", ""CLOUD-0020"", ""COMP-0010"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0004"", ""SVC-0005"", ""SVC-0006"", ""SVC-0008"", ""SVC-0010"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0018"", ""TEAM-0003""]",CHG-000240,cause:14:53,background:EP-000240,SYNTHETIC
EP-000241,INC-000241,NETWORK_PATH_DEGRADATION,INFRA-0001,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0018"", ""COMP-0001"", ""COMP-0025"", ""POL-0001"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0005"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0014"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:54,background:EP-000241,SYNTHETIC
EP-000242,INC-000242,NETWORK_PATH_DEGRADATION,INFRA-0008,KE-0015,REROUTE_TRAFFIC,"[""APP-0005"", ""CAP-0004"", ""CLOUD-0012"", ""CLOUD-0018"", ""CLOUD-0020"", ""CLOUD-0021"", ""COMP-0016"", ""POL-0004"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0007"", ""SVC-0010"", ""SVC-0012"", ""SVC-0013"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001""]",,cause:14:55,background:EP-000242,SYNTHETIC
EP-000243,INC-000243,NETWORK_PATH_DEGRADATION,INFRA-0007,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0004"", ""CLOUD-0002"", ""CLOUD-0003"", ""CLOUD-0013"", ""CLOUD-0014"", ""CLOUD-0018"", ""COMP-0007"", ""INFRA-0004"", ""INFRA-0006"", ""POL-0003"", ""SVC-0001"", ""SVC-0004"", ""SVC-0007"", ""SVC-0008"", ""SVC-0012"", ""SVC-0014"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0005"", ""TEAM-0006""]",CHG-000243,cause:14:56,background:EP-000243,SYNTHETIC
EP-000244,INC-000244,NETWORK_PATH_DEGRADATION,INFRA-0006,KE-0015,REROUTE_TRAFFIC,"[""APP-0001"", ""CAP-0001"", ""CLOUD-0006"", ""CLOUD-0007"", ""CLOUD-0015"", ""COMP-0022"", ""INFRA-0001"", ""POL-0002"", ""SVC-0001"", ""SVC-0002"", ""SVC-0003"", ""SVC-0004"", ""SVC-0006"", ""SVC-0008"", ""SVC-0011"", ""SVC-0012"", ""SVC-0013"", ""SVC-0015"", ""SVC-0016"", ""SVC-0017"", ""TEAM-0001"", ""TEAM-0004"", ""VENDOR-0001""]",CHG-000244,cause:14:57,background:EP-000244,SYNTHETIC
EP-000245,INC-000245,NETWORK_PATH_DEGRADATION,INFRA-0005,KE-0015,REROUTE_TRAFFIC,"[""APP-0008"", ""CAP-0004"", ""CLOUD-0004"", ""CLOUD-0005"", ""CLOUD-0021"", ""COMP-0013"", ""INFRA-0003"", ""POL-0001"", ""SVC-0001"", ""SVC-0005"", ""SVC-0006"", ""SVC-0007"", ""SVC-0008"", ""SVC-0009"", ""SVC-0010"", ""SVC-0012"", ""SVC-0016"", ""SVC-0017"", ""SVC-0018"", ""TEAM-0001"", ""TEAM-0002"", ""VENDOR-0001"", ""VENDOR-0003""]",CHG-000245,cause:14:58,background:EP-000245,SYNTHETIC
