relationship_id,source_entity_id,relationship_type,target_entity_id,relationship_authority,confidence,lifecycle_status,data_classification
REL-000231,DATA-0003,REPLICATES_TO,DATA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000232,POL-0004,APPLIES_TO,COMP-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000233,POL-0003,APPLIES_TO,SVC-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000234,TEAM-0003,SUPPORTS,SVC-0001,DISCOVERED,0.685,ACTIVE,SYNTHETIC
REL-000235,COMP-0012,DEPENDS_ON,COMP-0022,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000236,COMP-0023,DEPENDS_ON,DATA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000237,SVC-0003,DEPENDS_ON,SVC-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000238,SVC-0017,ROUTED_THROUGH,INFRA-0006,DISCOVERED,0.901,ACTIVE,SYNTHETIC
REL-000239,SVC-0004,AUTHENTICATES_WITH,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000240,CLOUD-0016,CONNECTED_TO,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000241,DATA-0007,REPLICATES_TO,DATA-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000242,POL-0003,APPLIES_TO,COMP-0030,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000243,POL-0003,APPLIES_TO,SVC-0008,DISCOVERED,0.852,ACTIVE,SYNTHETIC
REL-000244,TEAM-0002,SUPPORTS,SVC-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000245,COMP-0019,DEPENDS_ON,COMP-0003,DISCOVERED,0.68,ACTIVE,SYNTHETIC
REL-000246,COMP-0023,DEPENDS_ON,DATA-0008,DISCOVERED,0.917,ACTIVE,SYNTHETIC
REL-000247,SVC-0010,DEPENDS_ON,SVC-0013,DISCOVERED,0.774,ACTIVE,SYNTHETIC
REL-000248,SVC-0012,ROUTED_THROUGH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000249,SVC-0015,AUTHENTICATES_WITH,INFRA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000250,SVC-0011,DEPENDS_ON,VENDOR-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000251,CLOUD-0018,CONNECTED_TO,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000252,DATA-0010,REPLICATES_TO,DATA-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000253,POL-0001,APPLIES_TO,COMP-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000254,POL-0001,APPLIES_TO,SVC-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000255,TEAM-0006,SUPPORTS,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000256,COMP-0023,DEPENDS_ON,COMP-0026,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000257,COMP-0019,DEPENDS_ON,DATA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000258,SVC-0011,DEPENDS_ON,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000259,SVC-0001,ROUTED_THROUGH,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000260,CLOUD-0005,CONNECTED_TO,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000261,DATA-0003,REPLICATES_TO,DATA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000262,POL-0001,APPLIES_TO,COMP-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000263,POL-0004,APPLIES_TO,SVC-0016,DISCOVERED,0.845,ACTIVE,SYNTHETIC
REL-000264,TEAM-0004,SUPPORTS,SVC-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000265,COMP-0010,DEPENDS_ON,COMP-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000266,COMP-0028,DEPENDS_ON,DATA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000267,SVC-0013,ROUTED_THROUGH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000268,SVC-0013,AUTHENTICATES_WITH,INFRA-0003,DISCOVERED,0.66,ACTIVE,SYNTHETIC
REL-000269,CLOUD-0012,CONNECTED_TO,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000270,POL-0002,APPLIES_TO,COMP-0025,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000271,POL-0002,APPLIES_TO,SVC-0005,DISCOVERED,0.662,ACTIVE,SYNTHETIC
REL-000272,TEAM-0001,SUPPORTS,SVC-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000273,COMP-0017,DEPENDS_ON,COMP-0029,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000274,COMP-0003,DEPENDS_ON,DATA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000275,SVC-0005,DEPENDS_ON,SVC-0001,DISCOVERED,0.822,ACTIVE,SYNTHETIC
REL-000276,SVC-0017,ROUTED_THROUGH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000277,SVC-0016,AUTHENTICATES_WITH,INFRA-0004,DISCOVERED,0.829,ACTIVE,SYNTHETIC
REL-000278,SVC-0008,DEPENDS_ON,VENDOR-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000279,CLOUD-0002,CONNECTED_TO,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000280,DATA-0005,REPLICATES_TO,DATA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000281,POL-0003,APPLIES_TO,COMP-0027,DISCOVERED,0.697,ACTIVE,SYNTHETIC
REL-000282,COMP-0030,DEPENDS_ON,COMP-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000283,COMP-0013,DEPENDS_ON,DATA-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000284,SVC-0016,DEPENDS_ON,SVC-0002,DISCOVERED,0.737,ACTIVE,SYNTHETIC
REL-000285,SVC-0018,ROUTED_THROUGH,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000286,SVC-0016,AUTHENTICATES_WITH,INFRA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000287,SVC-0014,DEPENDS_ON,VENDOR-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000288,CLOUD-0018,CONNECTED_TO,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000289,DATA-0002,REPLICATES_TO,DATA-0005,DISCOVERED,0.868,ACTIVE,SYNTHETIC
REL-000290,POL-0003,APPLIES_TO,COMP-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000291,TEAM-0007,SUPPORTS,SVC-0015,DISCOVERED,0.838,ACTIVE,SYNTHETIC
REL-000292,COMP-0017,DEPENDS_ON,COMP-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000293,COMP-0016,DEPENDS_ON,DATA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000294,SVC-0007,DEPENDS_ON,SVC-0005,DISCOVERED,0.886,ACTIVE,SYNTHETIC
REL-000295,SVC-0001,ROUTED_THROUGH,INFRA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000296,SVC-0013,AUTHENTICATES_WITH,INFRA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000297,SVC-0009,DEPENDS_ON,VENDOR-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000298,CLOUD-0013,CONNECTED_TO,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000299,DATA-0007,REPLICATES_TO,DATA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000300,POL-0003,APPLIES_TO,COMP-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000301,POL-0003,APPLIES_TO,SVC-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000302,TEAM-0004,SUPPORTS,SVC-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000303,COMP-0007,DEPENDS_ON,COMP-0022,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000304,COMP-0018,DEPENDS_ON,DATA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000305,SVC-0017,DEPENDS_ON,SVC-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000306,SVC-0015,ROUTED_THROUGH,INFRA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000307,SVC-0013,AUTHENTICATES_WITH,INFRA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000308,SVC-0007,DEPENDS_ON,VENDOR-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000309,CLOUD-0020,CONNECTED_TO,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000310,DATA-0004,REPLICATES_TO,DATA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000311,POL-0002,APPLIES_TO,COMP-0023,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000312,POL-0002,APPLIES_TO,SVC-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000313,TEAM-0005,SUPPORTS,SVC-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000314,COMP-0021,DEPENDS_ON,COMP-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000315,COMP-0021,DEPENDS_ON,DATA-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000316,SVC-0018,DEPENDS_ON,SVC-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000317,SVC-0005,ROUTED_THROUGH,INFRA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000318,SVC-0004,AUTHENTICATES_WITH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000319,CLOUD-0006,CONNECTED_TO,INFRA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000320,DATA-0001,REPLICATES_TO,DATA-0010,DISCOVERED,0.742,ACTIVE,SYNTHETIC
REL-000321,POL-0002,APPLIES_TO,COMP-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000322,POL-0002,APPLIES_TO,SVC-0016,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000323,TEAM-0001,SUPPORTS,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000324,COMP-0005,DEPENDS_ON,DATA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000325,SVC-0001,DEPENDS_ON,SVC-0009,DISCOVERED,0.726,ACTIVE,SYNTHETIC
REL-000326,SVC-0005,ROUTED_THROUGH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000327,SVC-0008,AUTHENTICATES_WITH,INFRA-0003,DISCOVERED,0.863,ACTIVE,SYNTHETIC
REL-000328,SVC-0005,DEPENDS_ON,VENDOR-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000329,CLOUD-0014,CONNECTED_TO,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000330,DATA-0008,REPLICATES_TO,DATA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000331,POL-0004,APPLIES_TO,COMP-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000332,POL-0001,APPLIES_TO,SVC-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000333,TEAM-0006,SUPPORTS,SVC-0017,DISCOVERED,0.749,ACTIVE,SYNTHETIC
REL-000334,COMP-0016,DEPENDS_ON,COMP-0001,DISCOVERED,0.77,ACTIVE,SYNTHETIC
REL-000335,COMP-0014,DEPENDS_ON,DATA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000336,SVC-0005,DEPENDS_ON,SVC-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000337,SVC-0013,ROUTED_THROUGH,INFRA-0002,DISCOVERED,0.768,ACTIVE,SYNTHETIC
REL-000338,SVC-0011,AUTHENTICATES_WITH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000339,SVC-0013,DEPENDS_ON,VENDOR-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000340,CLOUD-0020,CONNECTED_TO,INFRA-0004,DISCOVERED,0.907,ACTIVE,SYNTHETIC
REL-000341,DATA-0006,REPLICATES_TO,DATA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000342,POL-0004,APPLIES_TO,COMP-0025,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000343,POL-0001,APPLIES_TO,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000344,TEAM-0005,SUPPORTS,SVC-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000345,COMP-0010,DEPENDS_ON,COMP-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000346,COMP-0012,DEPENDS_ON,DATA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000347,SVC-0007,DEPENDS_ON,SVC-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000348,SVC-0009,ROUTED_THROUGH,INFRA-0003,DISCOVERED,0.742,ACTIVE,SYNTHETIC
REL-000349,SVC-0018,AUTHENTICATES_WITH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000350,SVC-0008,DEPENDS_ON,VENDOR-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000351,CLOUD-0021,CONNECTED_TO,INFRA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000352,DATA-0001,REPLICATES_TO,DATA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000353,POL-0004,APPLIES_TO,COMP-0021,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000354,POL-0003,APPLIES_TO,SVC-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000355,TEAM-0004,SUPPORTS,SVC-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000356,COMP-0021,DEPENDS_ON,COMP-0025,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000357,COMP-0012,DEPENDS_ON,DATA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000358,SVC-0016,DEPENDS_ON,SVC-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000359,SVC-0011,AUTHENTICATES_WITH,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000360,SVC-0015,DEPENDS_ON,VENDOR-0004,DISCOVERED,0.836,ACTIVE,SYNTHETIC
REL-000361,CLOUD-0012,CONNECTED_TO,INFRA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000362,DATA-0005,REPLICATES_TO,DATA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000363,POL-0001,APPLIES_TO,COMP-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000364,POL-0001,APPLIES_TO,SVC-0011,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000365,TEAM-0001,SUPPORTS,SVC-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000366,COMP-0011,DEPENDS_ON,COMP-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000367,COMP-0017,DEPENDS_ON,DATA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000368,SVC-0016,DEPENDS_ON,SVC-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000369,SVC-0014,ROUTED_THROUGH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000370,SVC-0010,AUTHENTICATES_WITH,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000371,SVC-0013,DEPENDS_ON,VENDOR-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000372,CLOUD-0012,CONNECTED_TO,INFRA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000373,DATA-0009,REPLICATES_TO,DATA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000374,POL-0002,APPLIES_TO,COMP-0028,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000375,POL-0004,APPLIES_TO,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000376,TEAM-0002,SUPPORTS,SVC-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000377,COMP-0027,DEPENDS_ON,COMP-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000378,COMP-0026,DEPENDS_ON,DATA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000379,SVC-0015,DEPENDS_ON,SVC-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000380,SVC-0005,ROUTED_THROUGH,INFRA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000381,SVC-0015,AUTHENTICATES_WITH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000382,SVC-0005,DEPENDS_ON,VENDOR-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000383,CLOUD-0003,CONNECTED_TO,INFRA-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000384,DATA-0003,REPLICATES_TO,DATA-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000385,POL-0003,APPLIES_TO,COMP-0023,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000386,POL-0001,APPLIES_TO,SVC-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000387,TEAM-0001,SUPPORTS,SVC-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000388,COMP-0016,DEPENDS_ON,COMP-0029,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000389,COMP-0028,DEPENDS_ON,DATA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000390,SVC-0003,DEPENDS_ON,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000391,SVC-0002,ROUTED_THROUGH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000392,SVC-0003,AUTHENTICATES_WITH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000393,CLOUD-0010,CONNECTED_TO,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000394,DATA-0001,REPLICATES_TO,DATA-0005,DISCOVERED,0.857,ACTIVE,SYNTHETIC
REL-000395,POL-0002,APPLIES_TO,COMP-0024,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000396,POL-0003,APPLIES_TO,SVC-0013,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000397,TEAM-0003,SUPPORTS,SVC-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000398,COMP-0003,DEPENDS_ON,COMP-0019,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000399,COMP-0010,DEPENDS_ON,DATA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000400,SVC-0014,DEPENDS_ON,SVC-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000401,SVC-0008,ROUTED_THROUGH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000402,SVC-0012,AUTHENTICATES_WITH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000403,SVC-0018,DEPENDS_ON,VENDOR-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000404,DATA-0004,REPLICATES_TO,DATA-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000405,POL-0004,APPLIES_TO,COMP-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000406,POL-0002,APPLIES_TO,SVC-0002,DISCOVERED,0.666,ACTIVE,SYNTHETIC
REL-000407,COMP-0005,DEPENDS_ON,COMP-0027,DISCOVERED,0.673,ACTIVE,SYNTHETIC
REL-000408,COMP-0014,DEPENDS_ON,DATA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000409,SVC-0012,DEPENDS_ON,SVC-0005,DISCOVERED,0.744,ACTIVE,SYNTHETIC
REL-000410,SVC-0008,ROUTED_THROUGH,INFRA-0002,DISCOVERED,0.776,ACTIVE,SYNTHETIC
REL-000411,SVC-0011,AUTHENTICATES_WITH,INFRA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000412,SVC-0003,DEPENDS_ON,VENDOR-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000413,CLOUD-0018,CONNECTED_TO,INFRA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000414,POL-0001,APPLIES_TO,COMP-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000415,POL-0003,APPLIES_TO,SVC-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000416,TEAM-0001,SUPPORTS,SVC-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000417,COMP-0013,DEPENDS_ON,COMP-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000418,COMP-0002,DEPENDS_ON,DATA-0010,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000419,SVC-0008,DEPENDS_ON,SVC-0007,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000420,SVC-0010,ROUTED_THROUGH,INFRA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000421,SVC-0004,DEPENDS_ON,VENDOR-0003,DISCOVERED,0.662,ACTIVE,SYNTHETIC
REL-000422,CLOUD-0020,CONNECTED_TO,INFRA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000423,DATA-0009,REPLICATES_TO,DATA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000424,POL-0003,APPLIES_TO,COMP-0015,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000425,TEAM-0003,SUPPORTS,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000426,COMP-0006,DEPENDS_ON,COMP-0014,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000427,SVC-0003,DEPENDS_ON,SVC-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000428,SVC-0012,ROUTED_THROUGH,INFRA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000429,SVC-0004,AUTHENTICATES_WITH,INFRA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000430,SVC-0010,DEPENDS_ON,VENDOR-0003,DISCOVERED,0.87,ACTIVE,SYNTHETIC
REL-000431,CLOUD-0002,CONNECTED_TO,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000432,DATA-0007,REPLICATES_TO,DATA-0009,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000433,POL-0004,APPLIES_TO,COMP-0030,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000434,TEAM-0007,SUPPORTS,SVC-0012,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000435,COMP-0001,DEPENDS_ON,COMP-0020,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000436,COMP-0030,DEPENDS_ON,DATA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000437,SVC-0006,DEPENDS_ON,SVC-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000438,SVC-0002,ROUTED_THROUGH,INFRA-0008,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000439,SVC-0015,AUTHENTICATES_WITH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000440,SVC-0010,DEPENDS_ON,VENDOR-0002,DISCOVERED,0.721,ACTIVE,SYNTHETIC
REL-000441,CLOUD-0019,CONNECTED_TO,INFRA-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000442,DATA-0008,REPLICATES_TO,DATA-0005,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000443,POL-0001,APPLIES_TO,SVC-0003,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000444,TEAM-0006,SUPPORTS,SVC-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000445,COMP-0025,DEPENDS_ON,COMP-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000446,COMP-0014,DEPENDS_ON,DATA-0009,DISCOVERED,0.687,ACTIVE,SYNTHETIC
REL-000447,SVC-0009,DEPENDS_ON,SVC-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000448,SVC-0007,ROUTED_THROUGH,INFRA-0001,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000449,SVC-0007,AUTHENTICATES_WITH,INFRA-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000450,SVC-0012,DEPENDS_ON,VENDOR-0004,DISCOVERED,0.679,ACTIVE,SYNTHETIC
REL-000451,CLOUD-0004,CONNECTED_TO,INFRA-0002,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000452,POL-0001,APPLIES_TO,COMP-0014,DISCOVERED,0.791,ACTIVE,SYNTHETIC
REL-000453,POL-0004,APPLIES_TO,SVC-0011,DISCOVERED,0.662,ACTIVE,SYNTHETIC
REL-000454,TEAM-0005,SUPPORTS,SVC-0017,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000455,COMP-0025,DEPENDS_ON,COMP-0004,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000456,SVC-0012,DEPENDS_ON,SVC-0018,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
REL-000457,SVC-0004,ROUTED_THROUGH,INFRA-0006,AUTHORITATIVE,1.0,ACTIVE,SYNTHETIC
