incident_id,episode_id,observation_id,entity_id,entity_type,opened_at,region,business_unit,severity,symptom_category,onset_shape,blast_radius_band,support_team_id,recent_change_present,vendor_status_at_onset,short_description,state,data_classification
INC-000200,EP-000200,OBS-000200,SVC-0001,APPLICATION_SERVICE,2024-01-03T08:52:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,service degradation,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000201,EP-000201,OBS-000201,SVC-0001,APPLICATION_SERVICE,2024-01-03T09:09:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000202,EP-000202,OBS-000202,SVC-0001,APPLICATION_SERVICE,2024-01-03T09:26:00+00:00,AP-SOUTH,Manufacturing,LOW,latency increase,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000203,EP-000203,OBS-000203,SVC-0001,APPLICATION_SERVICE,2024-01-03T09:43:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,authentication failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000204,EP-000204,OBS-000204,SVC-0003,APPLICATION_SERVICE,2024-01-03T10:00:00+00:00,EU-CENTRAL,HR,MEDIUM,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Request Timeout affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000205,EP-000205,OBS-000205,SVC-0001,APPLICATION_SERVICE,2024-01-03T10:17:00+00:00,AP-SOUTH,Manufacturing,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000206,EP-000206,OBS-000206,SVC-0001,APPLICATION_SERVICE,2024-01-03T10:34:00+00:00,AP-SOUTH,Manufacturing,HIGH,authentication failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000207,EP-000207,OBS-000207,SVC-0007,APPLICATION_SERVICE,2024-01-03T10:51:00+00:00,EU-WEST,Supply Chain,LOW,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0007,True,UNKNOWN,Latency Increase affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000208,EP-000208,OBS-000208,SVC-0001,APPLICATION_SERVICE,2024-01-03T11:08:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,connection failure,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000209,EP-000209,OBS-000209,SVC-0001,APPLICATION_SERVICE,2024-01-03T11:25:00+00:00,AP-SOUTH,Manufacturing,HIGH,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000210,EP-000210,OBS-000210,SVC-0001,APPLICATION_SERVICE,2024-01-03T11:42:00+00:00,AP-SOUTH,Manufacturing,LOW,connection failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000211,EP-000211,OBS-000211,SVC-0001,APPLICATION_SERVICE,2024-01-03T11:59:00+00:00,AP-SOUTH,Manufacturing,HIGH,connection failure,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000212,EP-000212,OBS-000212,SVC-0003,APPLICATION_SERVICE,2024-01-03T12:16:00+00:00,EU-CENTRAL,HR,HIGH,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Connection Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000213,EP-000213,OBS-000213,SVC-0001,APPLICATION_SERVICE,2024-01-03T12:33:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000214,EP-000214,OBS-000214,SVC-0001,APPLICATION_SERVICE,2024-01-03T12:50:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,transaction failure,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000215,EP-000215,OBS-000215,SVC-0007,APPLICATION_SERVICE,2024-01-03T13:07:00+00:00,EU-WEST,Supply Chain,LOW,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0007,False,NOT_CHECKED,Authentication Failure affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000216,EP-000216,OBS-000216,SVC-0001,APPLICATION_SERVICE,2024-01-03T13:24:00+00:00,AP-SOUTH,Manufacturing,HIGH,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000217,EP-000217,OBS-000217,SVC-0001,APPLICATION_SERVICE,2024-01-03T13:41:00+00:00,AP-SOUTH,Manufacturing,HIGH,queue delay,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000218,EP-000218,OBS-000218,SVC-0001,APPLICATION_SERVICE,2024-01-03T13:58:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000219,EP-000219,OBS-000219,SVC-0001,APPLICATION_SERVICE,2024-01-03T14:15:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000220,EP-000220,OBS-000220,SVC-0003,APPLICATION_SERVICE,2024-01-03T14:32:00+00:00,EU-CENTRAL,HR,MEDIUM,authentication failure,GRADUAL,CROSS_PLATFORM,TEAM-0003,False,UNKNOWN,Authentication Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000221,EP-000221,OBS-000221,SVC-0001,APPLICATION_SERVICE,2024-01-03T14:49:00+00:00,AP-SOUTH,Manufacturing,LOW,transaction failure,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000222,EP-000222,OBS-000222,SVC-0001,APPLICATION_SERVICE,2024-01-03T15:06:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000223,EP-000223,OBS-000223,SVC-0007,APPLICATION_SERVICE,2024-01-03T15:23:00+00:00,EU-WEST,Supply Chain,MEDIUM,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0007,False,NOT_CHECKED,Service Degradation affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000224,EP-000224,OBS-000224,SVC-0001,APPLICATION_SERVICE,2024-01-03T15:40:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000225,EP-000225,OBS-000225,SVC-0001,APPLICATION_SERVICE,2024-01-03T15:57:00+00:00,AP-SOUTH,Manufacturing,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000226,EP-000226,OBS-000226,SVC-0001,APPLICATION_SERVICE,2024-01-03T16:14:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000227,EP-000227,OBS-000227,SVC-0001,APPLICATION_SERVICE,2024-01-03T16:31:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,connection failure,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000228,EP-000228,OBS-000228,SVC-0003,APPLICATION_SERVICE,2024-01-03T16:48:00+00:00,EU-CENTRAL,HR,MEDIUM,connection failure,STEP,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Connection Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000229,EP-000229,OBS-000229,SVC-0001,APPLICATION_SERVICE,2024-01-03T17:05:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000230,EP-000230,OBS-000230,SVC-0001,APPLICATION_SERVICE,2024-01-03T17:22:00+00:00,AP-SOUTH,Manufacturing,HIGH,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000231,EP-000231,OBS-000231,SVC-0007,APPLICATION_SERVICE,2024-01-03T17:39:00+00:00,EU-WEST,Supply Chain,LOW,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0007,True,NOT_CHECKED,Service Degradation affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000232,EP-000232,OBS-000232,SVC-0001,APPLICATION_SERVICE,2024-01-03T17:56:00+00:00,AP-SOUTH,Manufacturing,LOW,connection failure,BURST,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000233,EP-000233,OBS-000233,SVC-0001,APPLICATION_SERVICE,2024-01-03T18:13:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,authentication failure,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000234,EP-000234,OBS-000234,SVC-0001,APPLICATION_SERVICE,2024-01-03T18:30:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,authentication failure,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000235,EP-000235,OBS-000235,SVC-0001,APPLICATION_SERVICE,2024-01-03T18:47:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000236,EP-000236,OBS-000236,SVC-0003,APPLICATION_SERVICE,2024-01-03T19:04:00+00:00,EU-CENTRAL,HR,MEDIUM,latency increase,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0003,True,NOT_CHECKED,Latency Increase affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000237,EP-000237,OBS-000237,SVC-0001,APPLICATION_SERVICE,2024-01-03T19:21:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000238,EP-000238,OBS-000238,SVC-0001,APPLICATION_SERVICE,2024-01-03T19:38:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000239,EP-000239,OBS-000239,SVC-0007,APPLICATION_SERVICE,2024-01-03T19:55:00+00:00,EU-WEST,Supply Chain,LOW,connection failure,BURST,CROSS_PLATFORM,TEAM-0007,False,NOT_CHECKED,Connection Failure affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000240,EP-000240,OBS-000240,SVC-0001,APPLICATION_SERVICE,2024-01-03T20:12:00+00:00,AP-SOUTH,Manufacturing,LOW,latency increase,STEP,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000241,EP-000241,OBS-000241,SVC-0001,APPLICATION_SERVICE,2024-01-03T20:29:00+00:00,AP-SOUTH,Manufacturing,CRITICAL,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Queue Delay affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000242,EP-000242,OBS-000242,SVC-0001,APPLICATION_SERVICE,2024-01-03T20:46:00+00:00,AP-SOUTH,Manufacturing,LOW,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000243,EP-000243,OBS-000243,SVC-0001,APPLICATION_SERVICE,2024-01-03T21:03:00+00:00,AP-SOUTH,Manufacturing,LOW,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000244,EP-000244,OBS-000244,SVC-0003,APPLICATION_SERVICE,2024-01-03T21:20:00+00:00,EU-CENTRAL,HR,MEDIUM,latency increase,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0003,True,UNKNOWN,Latency Increase affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000245,EP-000245,OBS-000245,SVC-0001,APPLICATION_SERVICE,2024-01-03T21:37:00+00:00,AP-SOUTH,Manufacturing,HIGH,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000246,EP-000246,OBS-000246,SVC-0001,APPLICATION_SERVICE,2024-01-03T21:54:00+00:00,AP-SOUTH,Manufacturing,LOW,service degradation,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000247,EP-000247,OBS-000247,SVC-0007,APPLICATION_SERVICE,2024-01-03T22:11:00+00:00,EU-WEST,Supply Chain,MEDIUM,service degradation,STEP,CROSS_PLATFORM,TEAM-0007,True,NOT_CHECKED,Service Degradation affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000248,EP-000248,OBS-000248,SVC-0001,APPLICATION_SERVICE,2024-01-03T22:28:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000249,EP-000249,OBS-000249,SVC-0001,APPLICATION_SERVICE,2024-01-03T22:45:00+00:00,AP-SOUTH,Manufacturing,LOW,request timeout,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000250,EP-000250,OBS-000250,SVC-0001,APPLICATION_SERVICE,2024-01-03T23:02:00+00:00,AP-SOUTH,Manufacturing,LOW,latency increase,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000251,EP-000251,OBS-000251,SVC-0001,APPLICATION_SERVICE,2024-01-03T23:19:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000252,EP-000252,OBS-000252,SVC-0003,APPLICATION_SERVICE,2024-01-03T23:36:00+00:00,EU-CENTRAL,HR,HIGH,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Queue Delay affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000253,EP-000253,OBS-000253,SVC-0001,APPLICATION_SERVICE,2024-01-03T23:53:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,authentication failure,BURST,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000254,EP-000254,OBS-000254,SVC-0001,APPLICATION_SERVICE,2024-01-04T00:10:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000255,EP-000255,OBS-000255,SVC-0007,APPLICATION_SERVICE,2024-01-04T00:27:00+00:00,EU-WEST,Supply Chain,MEDIUM,authentication failure,GRADUAL,CROSS_PLATFORM,TEAM-0007,False,UNKNOWN,Authentication Failure affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000256,EP-000256,OBS-000256,SVC-0001,APPLICATION_SERVICE,2024-01-04T00:44:00+00:00,AP-SOUTH,Manufacturing,HIGH,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000257,EP-000257,OBS-000257,SVC-0001,APPLICATION_SERVICE,2024-01-04T01:01:00+00:00,AP-SOUTH,Manufacturing,HIGH,latency increase,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000258,EP-000258,OBS-000258,SVC-0001,APPLICATION_SERVICE,2024-01-04T01:18:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,service degradation,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000259,EP-000259,OBS-000259,SVC-0001,APPLICATION_SERVICE,2024-01-04T01:35:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000260,EP-000260,OBS-000260,SVC-0003,APPLICATION_SERVICE,2024-01-04T01:52:00+00:00,EU-CENTRAL,HR,MEDIUM,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Connection Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000261,EP-000261,OBS-000261,SVC-0001,APPLICATION_SERVICE,2024-01-04T02:09:00+00:00,AP-SOUTH,Manufacturing,LOW,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,True,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000262,EP-000262,OBS-000262,SVC-0001,APPLICATION_SERVICE,2024-01-04T02:26:00+00:00,AP-SOUTH,Manufacturing,LOW,transaction failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000263,EP-000263,OBS-000263,SVC-0007,APPLICATION_SERVICE,2024-01-04T02:43:00+00:00,EU-WEST,Supply Chain,MEDIUM,queue delay,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0007,True,UNKNOWN,Queue Delay affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000264,EP-000264,OBS-000264,SVC-0001,APPLICATION_SERVICE,2024-01-04T03:00:00+00:00,AP-SOUTH,Manufacturing,HIGH,authentication failure,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000265,EP-000265,OBS-000265,SVC-0001,APPLICATION_SERVICE,2024-01-04T03:17:00+00:00,AP-SOUTH,Manufacturing,HIGH,latency increase,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000266,EP-000266,OBS-000266,SVC-0001,APPLICATION_SERVICE,2024-01-04T03:34:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,service degradation,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Service Degradation affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000267,EP-000267,OBS-000267,SVC-0001,APPLICATION_SERVICE,2024-01-04T03:51:00+00:00,AP-SOUTH,Manufacturing,HIGH,authentication failure,BURST,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000268,EP-000268,OBS-000268,SVC-0003,APPLICATION_SERVICE,2024-01-04T04:08:00+00:00,EU-CENTRAL,HR,MEDIUM,authentication failure,BURST,CROSS_PLATFORM,TEAM-0003,True,NOT_CHECKED,Authentication Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000269,EP-000269,OBS-000269,SVC-0001,APPLICATION_SERVICE,2024-01-04T04:25:00+00:00,AP-SOUTH,Manufacturing,LOW,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000270,EP-000270,OBS-000270,SVC-0001,APPLICATION_SERVICE,2024-01-04T04:42:00+00:00,AP-SOUTH,Manufacturing,HIGH,authentication failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000271,EP-000271,OBS-000271,SVC-0007,APPLICATION_SERVICE,2024-01-04T04:59:00+00:00,EU-WEST,Supply Chain,MEDIUM,service degradation,GRADUAL,CROSS_PLATFORM,TEAM-0007,False,UNKNOWN,Service Degradation affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000272,EP-000272,OBS-000272,SVC-0001,APPLICATION_SERVICE,2024-01-04T05:16:00+00:00,AP-SOUTH,Manufacturing,LOW,connection failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Connection Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000273,EP-000273,OBS-000273,SVC-0001,APPLICATION_SERVICE,2024-01-04T05:33:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000274,EP-000274,OBS-000274,SVC-0001,APPLICATION_SERVICE,2024-01-04T05:50:00+00:00,AP-SOUTH,Manufacturing,LOW,transaction failure,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000275,EP-000275,OBS-000275,SVC-0001,APPLICATION_SERVICE,2024-01-04T06:07:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,transaction failure,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000276,EP-000276,OBS-000276,SVC-0003,APPLICATION_SERVICE,2024-01-04T06:24:00+00:00,EU-CENTRAL,HR,HIGH,transaction failure,STEP,CROSS_PLATFORM,TEAM-0003,True,NOT_CHECKED,Transaction Failure affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000277,EP-000277,OBS-000277,SVC-0001,APPLICATION_SERVICE,2024-01-04T06:41:00+00:00,AP-SOUTH,Manufacturing,HIGH,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000278,EP-000278,OBS-000278,SVC-0001,APPLICATION_SERVICE,2024-01-04T06:58:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,request timeout,PERIODIC,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000279,EP-000279,OBS-000279,SVC-0007,APPLICATION_SERVICE,2024-01-04T07:15:00+00:00,EU-WEST,Supply Chain,LOW,queue delay,BURST,CROSS_PLATFORM,TEAM-0007,False,UNKNOWN,Queue Delay affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000280,EP-000280,OBS-000280,SVC-0001,APPLICATION_SERVICE,2024-01-04T07:32:00+00:00,AP-SOUTH,Manufacturing,LOW,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,True,UNKNOWN,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000281,EP-000281,OBS-000281,SVC-0001,APPLICATION_SERVICE,2024-01-04T07:49:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,latency increase,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000282,EP-000282,OBS-000282,SVC-0001,APPLICATION_SERVICE,2024-01-04T08:06:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000283,EP-000283,OBS-000283,SVC-0001,APPLICATION_SERVICE,2024-01-04T08:23:00+00:00,AP-SOUTH,Manufacturing,CRITICAL,request timeout,STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Request Timeout affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000284,EP-000284,OBS-000284,SVC-0003,APPLICATION_SERVICE,2024-01-04T08:40:00+00:00,EU-CENTRAL,HR,LOW,queue delay,PERIODIC,CROSS_PLATFORM,TEAM-0003,False,NOT_CHECKED,Queue Delay affecting Application Service 0003,CLOSED,SYNTHETIC
INC-000285,EP-000285,OBS-000285,SVC-0001,APPLICATION_SERVICE,2024-01-04T08:57:00+00:00,AP-SOUTH,Manufacturing,MEDIUM,latency increase,GRADUAL,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Latency Increase affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000286,EP-000286,OBS-000286,SVC-0001,APPLICATION_SERVICE,2024-01-04T09:14:00+00:00,AP-SOUTH,Manufacturing,HIGH,transaction failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000287,EP-000287,OBS-000287,SVC-0007,APPLICATION_SERVICE,2024-01-04T09:31:00+00:00,EU-WEST,Supply Chain,LOW,connection failure,POST_CHANGE_STEP,CROSS_PLATFORM,TEAM-0007,False,NOT_CHECKED,Connection Failure affecting Application Service 0007,CLOSED,SYNTHETIC
INC-000288,EP-000288,OBS-000288,SVC-0001,APPLICATION_SERVICE,2024-01-04T09:48:00+00:00,AP-SOUTH,Manufacturing,HIGH,transaction failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,UNKNOWN,Transaction Failure affecting Application Service 0001,CLOSED,SYNTHETIC
INC-000289,EP-000289,OBS-000289,SVC-0001,APPLICATION_SERVICE,2024-01-04T10:05:00+00:00,AP-SOUTH,Manufacturing,CRITICAL,authentication failure,PERIODIC,CROSS_PLATFORM,TEAM-0001,False,NOT_CHECKED,Authentication Failure affecting Application Service 0001,CLOSED,SYNTHETIC
