episode_id,incident_id,true_cause_family,true_root_entity_id,true_pattern_id,correct_remediation,propagation_targets,change_id,cause_selection_stream,background_stream,data_classification
EP-008237,INC-008237,EXTERNAL_VENDOR_OUTAGE,VENDOR-0028,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0009"", ""SVC-0066"", ""SVC-0071"", ""SVC-0072"", ""SVC-0076"", ""SVC-0088"", ""SVC-0115"", ""SVC-0128"", ""SVC-0166"", ""SVC-0173"", ""SVC-0175"", ""SVC-0230""]",,cause:85:706,background:EP-008237,SYNTHETIC
EP-008238,INC-008238,EXTERNAL_VENDOR_OUTAGE,VENDOR-0035,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0018"", ""SVC-0028"", ""SVC-0047"", ""SVC-0116"", ""SVC-0136"", ""SVC-0153"", ""SVC-0195"", ""SVC-0208"", ""SVC-0231"", ""SVC-0243"", ""SVC-0257"", ""SVC-0264""]",,cause:85:707,background:EP-008238,SYNTHETIC
EP-008239,INC-008239,EXTERNAL_VENDOR_OUTAGE,VENDOR-0042,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0036"", ""SVC-0048"", ""SVC-0087"", ""SVC-0112"", ""SVC-0120"", ""SVC-0122"", ""SVC-0157"", ""SVC-0192"", ""SVC-0207"", ""SVC-0221"", ""SVC-0275"", ""SVC-0298""]",,cause:85:708,background:EP-008239,SYNTHETIC
EP-008240,INC-008240,EXTERNAL_VENDOR_OUTAGE,VENDOR-0049,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0010"", ""SVC-0038"", ""SVC-0049"", ""SVC-0087"", ""SVC-0097"", ""SVC-0109"", ""SVC-0111"", ""SVC-0147"", ""SVC-0169"", ""SVC-0229"", ""SVC-0274"", ""SVC-0289""]",,cause:85:709,background:EP-008240,SYNTHETIC
EP-008241,INC-008241,EXTERNAL_VENDOR_OUTAGE,VENDOR-0056,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0020"", ""SVC-0047"", ""SVC-0053"", ""SVC-0095"", ""SVC-0098"", ""SVC-0103"", ""SVC-0124"", ""SVC-0139"", ""SVC-0185"", ""SVC-0186"", ""SVC-0280"", ""SVC-0284""]",,cause:85:710,background:EP-008241,SYNTHETIC
EP-008242,INC-008242,EXTERNAL_VENDOR_OUTAGE,VENDOR-0003,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0015"", ""SVC-0021"", ""SVC-0026"", ""SVC-0049"", ""SVC-0062"", ""SVC-0105"", ""SVC-0140"", ""SVC-0184"", ""SVC-0204"", ""SVC-0209"", ""SVC-0212"", ""SVC-0247""]",,cause:85:711,background:EP-008242,SYNTHETIC
EP-008243,INC-008243,EXTERNAL_VENDOR_OUTAGE,VENDOR-0010,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0006"", ""SVC-0037"", ""SVC-0078"", ""SVC-0099"", ""SVC-0103"", ""SVC-0116"", ""SVC-0140"", ""SVC-0165"", ""SVC-0183"", ""SVC-0237"", ""SVC-0265"", ""SVC-0270""]",CHG-008243,cause:85:712,background:EP-008243,SYNTHETIC
EP-008244,INC-008244,EXTERNAL_VENDOR_OUTAGE,VENDOR-0017,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0011"", ""SVC-0017"", ""SVC-0028"", ""SVC-0077"", ""SVC-0115"", ""SVC-0137"", ""SVC-0197"", ""SVC-0207"", ""SVC-0231"", ""SVC-0257"", ""SVC-0262"", ""SVC-0274""]",,cause:85:713,background:EP-008244,SYNTHETIC
EP-008245,INC-008245,EXTERNAL_VENDOR_OUTAGE,VENDOR-0024,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0005"", ""SVC-0006"", ""SVC-0048"", ""SVC-0130"", ""SVC-0142"", ""SVC-0157"", ""SVC-0208"", ""SVC-0242"", ""SVC-0257"", ""SVC-0258"", ""SVC-0273"", ""SVC-0287""]",,cause:85:714,background:EP-008245,SYNTHETIC
EP-008246,INC-008246,EXTERNAL_VENDOR_OUTAGE,VENDOR-0031,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0030"", ""SVC-0054"", ""SVC-0055"", ""SVC-0057"", ""SVC-0163"", ""SVC-0168"", ""SVC-0198"", ""SVC-0204"", ""SVC-0219"", ""SVC-0227"", ""SVC-0240"", ""SVC-0242"", ""SVC-0265""]",,cause:85:715,background:EP-008246,SYNTHETIC
EP-008247,INC-008247,EXTERNAL_VENDOR_OUTAGE,VENDOR-0038,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0012"", ""SVC-0018"", ""SVC-0025"", ""SVC-0044"", ""SVC-0067"", ""SVC-0123"", ""SVC-0179"", ""SVC-0213"", ""SVC-0227"", ""SVC-0260"", ""SVC-0291""]",CHG-008247,cause:85:716,background:EP-008247,SYNTHETIC
EP-008248,INC-008248,EXTERNAL_VENDOR_OUTAGE,VENDOR-0045,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0008"", ""SVC-0045"", ""SVC-0048"", ""SVC-0063"", ""SVC-0079"", ""SVC-0080"", ""SVC-0105"", ""SVC-0156"", ""SVC-0162"", ""SVC-0165"", ""SVC-0225"", ""SVC-0277"", ""SVC-0285""]",,cause:85:717,background:EP-008248,SYNTHETIC
EP-008249,INC-008249,EXTERNAL_VENDOR_OUTAGE,VENDOR-0052,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0012"", ""SVC-0088"", ""SVC-0092"", ""SVC-0119"", ""SVC-0180"", ""SVC-0189"", ""SVC-0200"", ""SVC-0257"", ""SVC-0266"", ""SVC-0267"", ""SVC-0287"", ""SVC-0289""]",,cause:85:718,background:EP-008249,SYNTHETIC
EP-008250,INC-008250,EXTERNAL_VENDOR_OUTAGE,VENDOR-0059,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0007"", ""SVC-0036"", ""SVC-0051"", ""SVC-0060"", ""SVC-0088"", ""SVC-0112"", ""SVC-0114"", ""SVC-0156"", ""SVC-0203"", ""SVC-0264"", ""SVC-0290"", ""SVC-0291""]",,cause:85:719,background:EP-008250,SYNTHETIC
EP-008251,INC-008251,EXTERNAL_VENDOR_OUTAGE,VENDOR-0006,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0011"", ""SVC-0054"", ""SVC-0077"", ""SVC-0090"", ""SVC-0122"", ""SVC-0130"", ""SVC-0133"", ""SVC-0145"", ""SVC-0211"", ""SVC-0221"", ""SVC-0224"", ""SVC-0257"", ""SVC-0281""]",,cause:85:720,background:EP-008251,SYNTHETIC
EP-008252,INC-008252,EXTERNAL_VENDOR_OUTAGE,VENDOR-0013,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0013"", ""SVC-0028"", ""SVC-0068"", ""SVC-0073"", ""SVC-0094"", ""SVC-0108"", ""SVC-0118"", ""SVC-0133"", ""SVC-0193"", ""SVC-0213"", ""SVC-0253"", ""SVC-0271""]",,cause:85:721,background:EP-008252,SYNTHETIC
EP-008253,INC-008253,EXTERNAL_VENDOR_OUTAGE,VENDOR-0020,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0019"", ""SVC-0021"", ""SVC-0043"", ""SVC-0045"", ""SVC-0054"", ""SVC-0056"", ""SVC-0165"", ""SVC-0167"", ""SVC-0169"", ""SVC-0190"", ""SVC-0195"", ""SVC-0216"", ""SVC-0295""]",,cause:85:722,background:EP-008253,SYNTHETIC
EP-008254,INC-008254,EXTERNAL_VENDOR_OUTAGE,VENDOR-0027,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0052"", ""SVC-0054"", ""SVC-0061"", ""SVC-0102"", ""SVC-0124"", ""SVC-0129"", ""SVC-0142"", ""SVC-0174"", ""SVC-0184"", ""SVC-0267"", ""SVC-0271"", ""SVC-0280""]",,cause:85:723,background:EP-008254,SYNTHETIC
EP-008255,INC-008255,EXTERNAL_VENDOR_OUTAGE,VENDOR-0034,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0004"", ""SVC-0016"", ""SVC-0068"", ""SVC-0102"", ""SVC-0136"", ""SVC-0165"", ""SVC-0187"", ""SVC-0206"", ""SVC-0220"", ""SVC-0270"", ""SVC-0277"", ""SVC-0281""]",,cause:85:724,background:EP-008255,SYNTHETIC
EP-008256,INC-008256,EXTERNAL_VENDOR_OUTAGE,VENDOR-0041,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0035"", ""SVC-0041"", ""SVC-0055"", ""SVC-0065"", ""SVC-0101"", ""SVC-0113"", ""SVC-0121"", ""SVC-0139"", ""SVC-0161"", ""SVC-0221"", ""SVC-0281""]",CHG-008256,cause:85:725,background:EP-008256,SYNTHETIC
EP-008257,INC-008257,EXTERNAL_VENDOR_OUTAGE,VENDOR-0048,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0034"", ""SVC-0121"", ""SVC-0157"", ""SVC-0164"", ""SVC-0198"", ""SVC-0228"", ""SVC-0235"", ""SVC-0239"", ""SVC-0242"", ""SVC-0245"", ""SVC-0248""]",,cause:85:726,background:EP-008257,SYNTHETIC
EP-008258,INC-008258,EXTERNAL_VENDOR_OUTAGE,VENDOR-0055,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0003"", ""SVC-0017"", ""SVC-0033"", ""SVC-0036"", ""SVC-0052"", ""SVC-0053"", ""SVC-0079"", ""SVC-0081"", ""SVC-0142"", ""SVC-0150"", ""SVC-0277"", ""SVC-0287"", ""SVC-0289""]",,cause:85:727,background:EP-008258,SYNTHETIC
EP-008259,INC-008259,EXTERNAL_VENDOR_OUTAGE,VENDOR-0002,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0018"", ""SVC-0041"", ""SVC-0057"", ""SVC-0062"", ""SVC-0098"", ""SVC-0106"", ""SVC-0170"", ""SVC-0176"", ""SVC-0188"", ""SVC-0210"", ""SVC-0253"", ""SVC-0295""]",,cause:85:728,background:EP-008259,SYNTHETIC
EP-008260,INC-008260,EXTERNAL_VENDOR_OUTAGE,VENDOR-0009,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0009"", ""SVC-0025"", ""SVC-0052"", ""SVC-0064"", ""SVC-0069"", ""SVC-0119"", ""SVC-0129"", ""SVC-0189"", ""SVC-0203"", ""SVC-0211"", ""SVC-0249"", ""SVC-0276""]",,cause:85:729,background:EP-008260,SYNTHETIC
EP-008261,INC-008261,EXTERNAL_VENDOR_OUTAGE,VENDOR-0016,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0010"", ""SVC-0016"", ""SVC-0049"", ""SVC-0078"", ""SVC-0124"", ""SVC-0146"", ""SVC-0150"", ""SVC-0183"", ""SVC-0210"", ""SVC-0266"", ""SVC-0270"", ""SVC-0299""]",,cause:85:730,background:EP-008261,SYNTHETIC
EP-008262,INC-008262,EXTERNAL_VENDOR_OUTAGE,VENDOR-0023,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0028"", ""SVC-0036"", ""SVC-0103"", ""SVC-0110"", ""SVC-0115"", ""SVC-0119"", ""SVC-0127"", ""SVC-0163"", ""SVC-0168"", ""SVC-0194"", ""SVC-0216"", ""SVC-0222""]",,cause:85:731,background:EP-008262,SYNTHETIC
EP-008263,INC-008263,EXTERNAL_VENDOR_OUTAGE,VENDOR-0030,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0033"", ""SVC-0039"", ""SVC-0057"", ""SVC-0067"", ""SVC-0079"", ""SVC-0103"", ""SVC-0114"", ""SVC-0143"", ""SVC-0172"", ""SVC-0176"", ""SVC-0234"", ""SVC-0299""]",,cause:85:732,background:EP-008263,SYNTHETIC
EP-008264,INC-008264,EXTERNAL_VENDOR_OUTAGE,VENDOR-0037,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0037"", ""SVC-0043"", ""SVC-0054"", ""SVC-0097"", ""SVC-0108"", ""SVC-0109"", ""SVC-0126"", ""SVC-0133"", ""SVC-0157"", ""SVC-0217"", ""SVC-0252"", ""SVC-0277""]",,cause:85:733,background:EP-008264,SYNTHETIC
EP-008265,INC-008265,EXTERNAL_VENDOR_OUTAGE,VENDOR-0044,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0004"", ""SVC-0041"", ""SVC-0053"", ""SVC-0086"", ""SVC-0112"", ""SVC-0129"", ""SVC-0135"", ""SVC-0179"", ""SVC-0206"", ""SVC-0281"", ""SVC-0282"", ""SVC-0288"", ""SVC-0289""]",,cause:85:734,background:EP-008265,SYNTHETIC
EP-008266,INC-008266,EXTERNAL_VENDOR_OUTAGE,VENDOR-0051,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0033"", ""SVC-0050"", ""SVC-0057"", ""SVC-0089"", ""SVC-0155"", ""SVC-0176"", ""SVC-0182"", ""SVC-0208"", ""SVC-0222"", ""SVC-0224"", ""SVC-0250"", ""SVC-0280""]",,cause:85:735,background:EP-008266,SYNTHETIC
EP-008267,INC-008267,EXTERNAL_VENDOR_OUTAGE,VENDOR-0058,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0019"", ""SVC-0024"", ""SVC-0139"", ""SVC-0147"", ""SVC-0161"", ""SVC-0177"", ""SVC-0189"", ""SVC-0214"", ""SVC-0272"", ""SVC-0274"", ""SVC-0297"", ""SVC-0299""]",,cause:85:736,background:EP-008267,SYNTHETIC
EP-008268,INC-008268,EXTERNAL_VENDOR_OUTAGE,VENDOR-0005,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0005"", ""SVC-0041"", ""SVC-0055"", ""SVC-0065"", ""SVC-0107"", ""SVC-0125"", ""SVC-0131"", ""SVC-0143"", ""SVC-0185"", ""SVC-0245"", ""SVC-0284""]",,cause:85:737,background:EP-008268,SYNTHETIC
EP-008269,INC-008269,EXTERNAL_VENDOR_OUTAGE,VENDOR-0012,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0008"", ""SVC-0033"", ""SVC-0065"", ""SVC-0069"", ""SVC-0083"", ""SVC-0137"", ""SVC-0138"", ""SVC-0143"", ""SVC-0165"", ""SVC-0211"", ""SVC-0255"", ""SVC-0270"", ""SVC-0286""]",,cause:85:738,background:EP-008269,SYNTHETIC
EP-008270,INC-008270,EXTERNAL_VENDOR_OUTAGE,VENDOR-0019,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0021"", ""SVC-0047"", ""SVC-0067"", ""SVC-0112"", ""SVC-0114"", ""SVC-0132"", ""SVC-0133"", ""SVC-0145"", ""SVC-0175"", ""SVC-0206"", ""SVC-0210"", ""SVC-0225"", ""SVC-0282""]",,cause:85:739,background:EP-008270,SYNTHETIC
EP-008271,INC-008271,EXTERNAL_VENDOR_OUTAGE,VENDOR-0026,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0048"", ""SVC-0049"", ""SVC-0056"", ""SVC-0100"", ""SVC-0128"", ""SVC-0149"", ""SVC-0174"", ""SVC-0211"", ""SVC-0238"", ""SVC-0257"", ""SVC-0276"", ""SVC-0298""]",,cause:85:740,background:EP-008271,SYNTHETIC
EP-008272,INC-008272,EXTERNAL_VENDOR_OUTAGE,VENDOR-0033,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0008"", ""SVC-0020"", ""SVC-0033"", ""SVC-0093"", ""SVC-0153"", ""SVC-0158"", ""SVC-0212"", ""SVC-0213"", ""SVC-0221"", ""SVC-0233"", ""SVC-0250"", ""SVC-0261"", ""SVC-0273""]",,cause:85:741,background:EP-008272,SYNTHETIC
EP-008273,INC-008273,EXTERNAL_VENDOR_OUTAGE,VENDOR-0040,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0025"", ""SVC-0058"", ""SVC-0097"", ""SVC-0109"", ""SVC-0130"", ""SVC-0144"", ""SVC-0164"", ""SVC-0201"", ""SVC-0237"", ""SVC-0239"", ""SVC-0281""]",,cause:85:742,background:EP-008273,SYNTHETIC
EP-008274,INC-008274,EXTERNAL_VENDOR_OUTAGE,VENDOR-0047,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0005"", ""SVC-0009"", ""SVC-0060"", ""SVC-0065"", ""SVC-0092"", ""SVC-0110"", ""SVC-0111"", ""SVC-0126"", ""SVC-0174"", ""SVC-0184"", ""SVC-0206"", ""SVC-0225""]",,cause:85:743,background:EP-008274,SYNTHETIC
EP-008275,INC-008275,EXTERNAL_VENDOR_OUTAGE,VENDOR-0054,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0006"", ""SVC-0019"", ""SVC-0059"", ""SVC-0078"", ""SVC-0093"", ""SVC-0118"", ""SVC-0126"", ""SVC-0181"", ""SVC-0257"", ""SVC-0258"", ""SVC-0274"", ""SVC-0276""]",,cause:85:744,background:EP-008275,SYNTHETIC
EP-008276,INC-008276,EXTERNAL_VENDOR_OUTAGE,VENDOR-0001,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0001"", ""SVC-0028"", ""SVC-0061"", ""SVC-0102"", ""SVC-0121"", ""SVC-0181"", ""SVC-0191"", ""SVC-0193"", ""SVC-0198"", ""SVC-0220"", ""SVC-0241"", ""SVC-0258""]",CHG-008276,cause:85:745,background:EP-008276,SYNTHETIC
EP-008277,INC-008277,EXTERNAL_VENDOR_OUTAGE,VENDOR-0008,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0007"", ""SVC-0028"", ""SVC-0122"", ""SVC-0131"", ""SVC-0140"", ""SVC-0149"", ""SVC-0179"", ""SVC-0182"", ""SVC-0229"", ""SVC-0283"", ""SVC-0287"", ""SVC-0289""]",CHG-008277,cause:85:746,background:EP-008277,SYNTHETIC
EP-008278,INC-008278,EXTERNAL_VENDOR_OUTAGE,VENDOR-0015,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0005"", ""SVC-0026"", ""SVC-0058"", ""SVC-0073"", ""SVC-0090"", ""SVC-0099"", ""SVC-0101"", ""SVC-0147"", ""SVC-0184"", ""SVC-0189"", ""SVC-0261"", ""SVC-0300""]",,cause:85:747,background:EP-008278,SYNTHETIC
EP-008279,INC-008279,EXTERNAL_VENDOR_OUTAGE,VENDOR-0022,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0006"", ""SVC-0047"", ""SVC-0054"", ""SVC-0063"", ""SVC-0067"", ""SVC-0075"", ""SVC-0123"", ""SVC-0137"", ""SVC-0182"", ""SVC-0256"", ""SVC-0269"", ""SVC-0291""]",,cause:85:748,background:EP-008279,SYNTHETIC
EP-008280,INC-008280,EXTERNAL_VENDOR_OUTAGE,VENDOR-0029,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0007"", ""SVC-0029"", ""SVC-0047"", ""SVC-0053"", ""SVC-0065"", ""SVC-0089"", ""SVC-0099"", ""SVC-0149"", ""SVC-0209"", ""SVC-0211"", ""SVC-0266"", ""SVC-0269""]",CHG-008280,cause:85:749,background:EP-008280,SYNTHETIC
EP-008281,INC-008281,EXTERNAL_VENDOR_OUTAGE,VENDOR-0036,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0030"", ""SVC-0032"", ""SVC-0056"", ""SVC-0090"", ""SVC-0131"", ""SVC-0155"", ""SVC-0165"", ""SVC-0188"", ""SVC-0214"", ""SVC-0230"", ""SVC-0231"", ""SVC-0243"", ""SVC-0268""]",CHG-008281,cause:85:750,background:EP-008281,SYNTHETIC
EP-008282,INC-008282,EXTERNAL_VENDOR_OUTAGE,VENDOR-0043,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0007"", ""SVC-0046"", ""SVC-0049"", ""SVC-0056"", ""SVC-0066"", ""SVC-0076"", ""SVC-0113"", ""SVC-0117"", ""SVC-0201"", ""SVC-0226"", ""SVC-0227"", ""SVC-0274"", ""SVC-0294""]",,cause:85:751,background:EP-008282,SYNTHETIC
EP-008283,INC-008283,EXTERNAL_VENDOR_OUTAGE,VENDOR-0050,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0006"", ""SVC-0090"", ""SVC-0098"", ""SVC-0103"", ""SVC-0116"", ""SVC-0124"", ""SVC-0133"", ""SVC-0166"", ""SVC-0180"", ""SVC-0206"", ""SVC-0262"", ""SVC-0272""]",,cause:85:752,background:EP-008283,SYNTHETIC
EP-008284,INC-008284,EXTERNAL_VENDOR_OUTAGE,VENDOR-0057,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0015"", ""SVC-0057"", ""SVC-0102"", ""SVC-0117"", ""SVC-0131"", ""SVC-0171"", ""SVC-0177"", ""SVC-0194"", ""SVC-0208"", ""SVC-0228"", ""SVC-0237"", ""SVC-0275"", ""SVC-0297""]",,cause:85:753,background:EP-008284,SYNTHETIC
EP-008285,INC-008285,EXTERNAL_VENDOR_OUTAGE,VENDOR-0004,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0007"", ""SVC-0021"", ""SVC-0025"", ""SVC-0028"", ""SVC-0096"", ""SVC-0108"", ""SVC-0127"", ""SVC-0142"", ""SVC-0152"", ""SVC-0162"", ""SVC-0168"", ""SVC-0169"", ""SVC-0217""]",CHG-008285,cause:85:754,background:EP-008285,SYNTHETIC
EP-008286,INC-008286,EXTERNAL_VENDOR_OUTAGE,VENDOR-0011,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0004"", ""SVC-0014"", ""SVC-0048"", ""SVC-0075"", ""SVC-0079"", ""SVC-0091"", ""SVC-0121"", ""SVC-0145"", ""SVC-0165"", ""SVC-0215"", ""SVC-0266"", ""SVC-0284""]",,cause:85:755,background:EP-008286,SYNTHETIC
EP-008287,INC-008287,EXTERNAL_VENDOR_OUTAGE,VENDOR-0018,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0005"", ""SVC-0011"", ""SVC-0049"", ""SVC-0085"", ""SVC-0089"", ""SVC-0102"", ""SVC-0106"", ""SVC-0146"", ""SVC-0186"", ""SVC-0193"", ""SVC-0194"", ""SVC-0197"", ""SVC-0242""]",,cause:85:756,background:EP-008287,SYNTHETIC
EP-008288,INC-008288,EXTERNAL_VENDOR_OUTAGE,VENDOR-0025,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0025"", ""SVC-0080"", ""SVC-0085"", ""SVC-0086"", ""SVC-0137"", ""SVC-0142"", ""SVC-0145"", ""SVC-0189"", ""SVC-0205"", ""SVC-0246"", ""SVC-0265"", ""SVC-0291""]",,cause:85:757,background:EP-008288,SYNTHETIC
EP-008289,INC-008289,EXTERNAL_VENDOR_OUTAGE,VENDOR-0032,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0004"", ""SVC-0058"", ""SVC-0118"", ""SVC-0163"", ""SVC-0166"", ""SVC-0168"", ""SVC-0172"", ""SVC-0181"", ""SVC-0183"", ""SVC-0187"", ""SVC-0220"", ""SVC-0279"", ""SVC-0282""]",,cause:85:758,background:EP-008289,SYNTHETIC
EP-008290,INC-008290,EXTERNAL_VENDOR_OUTAGE,VENDOR-0039,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0022"", ""SVC-0051"", ""SVC-0070"", ""SVC-0104"", ""SVC-0146"", ""SVC-0178"", ""SVC-0192"", ""SVC-0201"", ""SVC-0204"", ""SVC-0205"", ""SVC-0227"", ""SVC-0254""]",CHG-008290,cause:85:759,background:EP-008290,SYNTHETIC
EP-008291,INC-008291,EXTERNAL_VENDOR_OUTAGE,VENDOR-0046,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0021"", ""SVC-0058"", ""SVC-0085"", ""SVC-0117"", ""SVC-0120"", ""SVC-0132"", ""SVC-0140"", ""SVC-0188"", ""SVC-0196"", ""SVC-0228"", ""SVC-0243"", ""SVC-0283"", ""SVC-0300""]",,cause:85:760,background:EP-008291,SYNTHETIC
EP-008292,INC-008292,EXTERNAL_VENDOR_OUTAGE,VENDOR-0053,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0012"", ""SVC-0035"", ""SVC-0037"", ""SVC-0053"", ""SVC-0113"", ""SVC-0165"", ""SVC-0173"", ""SVC-0233"", ""SVC-0256"", ""SVC-0259"", ""SVC-0293"", ""SVC-0294""]",,cause:85:761,background:EP-008292,SYNTHETIC
EP-008293,INC-008293,EXTERNAL_VENDOR_OUTAGE,VENDOR-0060,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0006"", ""SVC-0049"", ""SVC-0085"", ""SVC-0100"", ""SVC-0106"", ""SVC-0119"", ""SVC-0148"", ""SVC-0150"", ""SVC-0174"", ""SVC-0209"", ""SVC-0230"", ""SVC-0294""]",,cause:85:762,background:EP-008293,SYNTHETIC
EP-008294,INC-008294,EXTERNAL_VENDOR_OUTAGE,VENDOR-0007,KE-0086,WAIT_AND_FAILOVER,"[""COMP-0291"", ""SVC-0031"", ""SVC-0041"", ""SVC-0084"", ""SVC-0091"", ""SVC-0133"", ""SVC-0161"", ""SVC-0165"", ""SVC-0169"", ""SVC-0208"", ""SVC-0289"", ""SVC-0291""]",CHG-008294,cause:85:763,background:EP-008294,SYNTHETIC
EP-008295,INC-008295,EXTERNAL_VENDOR_OUTAGE,VENDOR-0014,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0026"", ""SVC-0040"", ""SVC-0046"", ""SVC-0109"", ""SVC-0118"", ""SVC-0156"", ""SVC-0194"", ""SVC-0210"", ""SVC-0221"", ""SVC-0228"", ""SVC-0264"", ""SVC-0265""]",CHG-008295,cause:85:764,background:EP-008295,SYNTHETIC
EP-008296,INC-008296,EXTERNAL_VENDOR_OUTAGE,VENDOR-0021,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0002"", ""SVC-0021"", ""SVC-0029"", ""SVC-0080"", ""SVC-0081"", ""SVC-0141"", ""SVC-0151"", ""SVC-0171"", ""SVC-0201"", ""SVC-0206"", ""SVC-0221"", ""SVC-0261"", ""SVC-0295""]",,cause:85:765,background:EP-008296,SYNTHETIC
EP-008297,INC-008297,EXTERNAL_VENDOR_OUTAGE,VENDOR-0028,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0009"", ""SVC-0066"", ""SVC-0071"", ""SVC-0072"", ""SVC-0076"", ""SVC-0088"", ""SVC-0115"", ""SVC-0128"", ""SVC-0166"", ""SVC-0173"", ""SVC-0175"", ""SVC-0230""]",,cause:85:766,background:EP-008297,SYNTHETIC
EP-008298,INC-008298,EXTERNAL_VENDOR_OUTAGE,VENDOR-0035,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0018"", ""SVC-0028"", ""SVC-0047"", ""SVC-0116"", ""SVC-0136"", ""SVC-0153"", ""SVC-0195"", ""SVC-0208"", ""SVC-0231"", ""SVC-0243"", ""SVC-0257"", ""SVC-0264""]",,cause:85:767,background:EP-008298,SYNTHETIC
EP-008299,INC-008299,EXTERNAL_VENDOR_OUTAGE,VENDOR-0042,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0036"", ""SVC-0048"", ""SVC-0087"", ""SVC-0112"", ""SVC-0120"", ""SVC-0122"", ""SVC-0157"", ""SVC-0192"", ""SVC-0207"", ""SVC-0221"", ""SVC-0275"", ""SVC-0298""]",,cause:85:768,background:EP-008299,SYNTHETIC
EP-008300,INC-008300,EXTERNAL_VENDOR_OUTAGE,VENDOR-0049,KE-0086,WAIT_AND_FAILOVER,"[""SVC-0010"", ""SVC-0038"", ""SVC-0049"", ""SVC-0087"", ""SVC-0097"", ""SVC-0109"", ""SVC-0111"", ""SVC-0147"", ""SVC-0169"", ""SVC-0229"", ""SVC-0274"", ""SVC-0289""]",,cause:85:769,background:EP-008300,SYNTHETIC
